"state","report_years","years_max","base_population","category","subcategory","geo_unit","geography","measure_group","measure_value","indicator","estimate","confidence_level","confidence_value","order"
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","caries","any history","caries experience",62.3,"lower_CI",58.2,1329
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","caries","any history","caries experience",62.3,"upper_CI",66.4,9998670
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","dental sealants","present","dental sealants",38.6,"lower_CI",31.7,1331
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","dental sealants","present","dental sealants",38.6,"upper_CI",45.5,9998668
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","treatment need","early or urgent","treatment need: early or urgent",38.5,"lower_CI",35.2,1333
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","treatment need","early or urgent","treatment need: early or urgent",38.5,"upper_CI",41.7,9998666
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","caries","untreated","untreated caries",38.3,"lower_CI",35,1335
"Ohio","2004-2005",2005,"grade 3","all","total","county","Marion","caries","untreated","untreated caries",38.3,"upper_CI",41.7,9998664
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","dental sealants","present","dental sealants",54.1,"lower_CI",33.1,1337
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","dental sealants","present","dental sealants",54.1,"upper_CI",75.1,9998662
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","caries","any history","caries experience",49,"lower_CI",44.4,1339
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","caries","any history","caries experience",49,"upper_CI",53.5,9998660
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","caries","untreated","untreated caries",15.2,"lower_CI",6.9,1341
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","caries","untreated","untreated caries",15.2,"upper_CI",23.6,9998658
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","treatment need","early or urgent","treatment need: early or urgent",14.2,"lower_CI",6.1,1343
"Ohio","2004-2005",2005,"grade 3","all","total","county","Medina","treatment need","early or urgent","treatment need: early or urgent",14.2,"upper_CI",22.2,9998656
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","dental sealants","present","dental sealants",73.5,"lower_CI",73.5,1345
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","dental sealants","present","dental sealants",73.5,"upper_CI",73.5,9998654
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","caries","any history","caries experience",65.5,"lower_CI",65.5,1347
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","caries","any history","caries experience",65.5,"upper_CI",65.5,9998652
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","treatment need","early or urgent","treatment need: early or urgent",45.3,"lower_CI",45.3,1349
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","treatment need","early or urgent","treatment need: early or urgent",45.3,"upper_CI",45.3,9998650
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","caries","untreated","untreated caries",42.6,"lower_CI",42.6,1351
"Ohio","2004-2005",2005,"grade 3","all","total","county","Meigs","caries","untreated","untreated caries",42.6,"upper_CI",42.6,9998648
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","caries","any history","caries experience",58.9,"lower_CI",55.5,1353
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","caries","any history","caries experience",58.9,"upper_CI",62.3,9998646
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","caries","untreated","untreated caries",15.5,"lower_CI",10.1,1355
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","caries","untreated","untreated caries",15.5,"upper_CI",20.8,9998644
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","treatment need","early or urgent","treatment need: early or urgent",15.9,"lower_CI",11.1,1357
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","treatment need","early or urgent","treatment need: early or urgent",15.9,"upper_CI",20.7,9998642
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","dental sealants","present","dental sealants",12.9,"lower_CI",7.3,1359
"Ohio","2004-2005",2005,"grade 3","all","total","county","Mercer","dental sealants","present","dental sealants",12.9,"upper_CI",18.5,9998640
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","caries","any history","caries experience",53,"lower_CI",NA,1361
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","caries","any history","caries experience",53,"upper_CI",NA,9998638
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","dental sealants","present","dental sealants",45,"lower_CI",NA,1363
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","dental sealants","present","dental sealants",45,"upper_CI",NA,9998636
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","treatment need","early or urgent","treatment need: early or urgent",26,"lower_CI",NA,1365
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","treatment need","early or urgent","treatment need: early or urgent",26,"upper_CI",NA,9998634
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","caries","untreated","untreated caries",26,"lower_CI",NA,1367
"Ohio","2004-2005",2005,"grade 3","all","total","county","Metropolitan","caries","untreated","untreated caries",26,"upper_CI",NA,9998632
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","caries","any history","caries experience",51.7,"lower_CI",44.7,1369
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","caries","any history","caries experience",51.7,"upper_CI",58.7,9998630
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","dental sealants","present","dental sealants",34.4,"lower_CI",26.9,1371
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","dental sealants","present","dental sealants",34.4,"upper_CI",41.8,9998628
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","caries","untreated","untreated caries",23.1,"lower_CI",19.1,1373
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","caries","untreated","untreated caries",23.1,"upper_CI",27.1,9998626
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","treatment need","early or urgent","treatment need: early or urgent",22.6,"lower_CI",18.9,1375
"Ohio","2004-2005",2005,"grade 3","all","total","county","Miami","treatment need","early or urgent","treatment need: early or urgent",22.6,"upper_CI",26.3,9998624
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","dental sealants","present","dental sealants",75.7,"lower_CI",70.8,1377
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","dental sealants","present","dental sealants",75.7,"upper_CI",80.7,9998622
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","caries","any history","caries experience",67.6,"lower_CI",66,1379
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","caries","any history","caries experience",67.6,"upper_CI",69.3,9998620
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","caries","untreated","untreated caries",35,"lower_CI",30.7,1381
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","caries","untreated","untreated caries",35,"upper_CI",39.3,9998618
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","treatment need","early or urgent","treatment need: early or urgent",34.6,"lower_CI",30.1,1383
"Ohio","2004-2005",2005,"grade 3","all","total","county","Monroe","treatment need","early or urgent","treatment need: early or urgent",34.6,"upper_CI",39.1,9998616
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","dental sealants","present","dental sealants",55.4,"lower_CI",46.7,1385
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","dental sealants","present","dental sealants",55.4,"upper_CI",64.1,9998614
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","caries","any history","caries experience",50.2,"lower_CI",44.2,1387
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","caries","any history","caries experience",50.2,"upper_CI",56.2,9998612
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","treatment need","early or urgent","treatment need: early or urgent",20.2,"lower_CI",19.5,1389
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","treatment need","early or urgent","treatment need: early or urgent",20.2,"upper_CI",20.9,9998610
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","caries","untreated","untreated caries",20.2,"lower_CI",19.5,1391
"Ohio","2004-2005",2005,"grade 3","all","total","county","Montgomery","caries","untreated","untreated caries",20.2,"upper_CI",20.9,9998608
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","caries","any history","caries experience",77.4,"lower_CI",70.4,1393
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","caries","any history","caries experience",77.4,"upper_CI",84.4,9998606
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","dental sealants","present","dental sealants",70,"lower_CI",65,1395
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","dental sealants","present","dental sealants",70,"upper_CI",75,9998604
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","treatment need","early or urgent","treatment need: early or urgent",19.3,"lower_CI",17.1,1397
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","treatment need","early or urgent","treatment need: early or urgent",19.3,"upper_CI",21.5,9998602
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","caries","untreated","untreated caries",19.3,"lower_CI",17.1,1399
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morgan","caries","untreated","untreated caries",19.3,"upper_CI",21.5,9998600
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","caries","any history","caries experience",66.8,"lower_CI",49.9,1401
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","caries","any history","caries experience",66.8,"upper_CI",83.6,9998598
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","treatment need","early or urgent","treatment need: early or urgent",48.1,"lower_CI",29.1,1403
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","treatment need","early or urgent","treatment need: early or urgent",48.1,"upper_CI",67.2,9998596
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","caries","untreated","untreated caries",48.1,"lower_CI",29.1,1405
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","caries","untreated","untreated caries",48.1,"upper_CI",67.2,9998594
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","dental sealants","present","dental sealants",62,"lower_CI",57.6,1407
"Ohio","2004-2005",2005,"grade 3","all","total","county","Morrow","dental sealants","present","dental sealants",62,"upper_CI",66.4,9998592
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","dental sealants","present","dental sealants",42.7,"lower_CI",15.7,1409
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","dental sealants","present","dental sealants",42.7,"upper_CI",69.8,9998590
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","caries","any history","caries experience",61.2,"lower_CI",56.9,1411
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","caries","any history","caries experience",61.2,"upper_CI",65.6,9998588
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","treatment need","early or urgent","treatment need: early or urgent",28.3,"lower_CI",25.1,1413
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","treatment need","early or urgent","treatment need: early or urgent",28.3,"upper_CI",31.5,9998586
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","caries","untreated","untreated caries",27.5,"lower_CI",25.6,1415
"Ohio","2004-2005",2005,"grade 3","all","total","county","Muskingum","caries","untreated","untreated caries",27.5,"upper_CI",29.3,9998584
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","dental sealants","present","dental sealants",68.1,"lower_CI",68.1,1417
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","dental sealants","present","dental sealants",68.1,"upper_CI",68.1,9998582
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","caries","any history","caries experience",55.4,"lower_CI",55.4,1419
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","caries","any history","caries experience",55.4,"upper_CI",55.4,9998580
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","treatment need","early or urgent","treatment need: early or urgent",28.8,"lower_CI",28.8,1421
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","treatment need","early or urgent","treatment need: early or urgent",28.8,"upper_CI",28.8,9998578
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","caries","untreated","untreated caries",28.8,"lower_CI",28.8,1423
"Ohio","2004-2005",2005,"grade 3","all","total","county","Noble","caries","untreated","untreated caries",28.8,"upper_CI",28.8,9998576
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","caries","any history","caries experience",43.6,"lower_CI",38,1425
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","caries","any history","caries experience",43.6,"upper_CI",49.1,9998574
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","dental sealants","present","dental sealants",31.5,"lower_CI",24.3,1427
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","dental sealants","present","dental sealants",31.5,"upper_CI",38.7,9998572
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","caries","untreated","untreated caries",14.3,"lower_CI",10.5,1429
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","caries","untreated","untreated caries",14.3,"upper_CI",18.2,9998570
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","treatment need","early or urgent","treatment need: early or urgent",13.8,"lower_CI",11.5,1431
"Ohio","2004-2005",2005,"grade 3","all","total","county","Ottawa","treatment need","early or urgent","treatment need: early or urgent",13.8,"upper_CI",16.2,9998568
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","caries","any history","caries experience",52.6,"lower_CI",34.8,1433
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","caries","any history","caries experience",52.6,"upper_CI",70.3,9998566
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","dental sealants","present","dental sealants",40.2,"lower_CI",14.6,1435
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","dental sealants","present","dental sealants",40.2,"upper_CI",65.9,9998564
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","treatment need","early or urgent","treatment need: early or urgent",13.7,"lower_CI",9.1,1437
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","treatment need","early or urgent","treatment need: early or urgent",13.7,"upper_CI",18.2,9998562
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","caries","untreated","untreated caries",13.7,"lower_CI",9.1,1439
"Ohio","2004-2005",2005,"grade 3","all","total","county","Paulding","caries","untreated","untreated caries",13.7,"upper_CI",18.2,9998560
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","dental sealants","present","dental sealants",54.1,"lower_CI",25.5,1441
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","dental sealants","present","dental sealants",54.1,"upper_CI",82.7,9998558
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","caries","any history","caries experience",61.4,"lower_CI",43.9,1443
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","caries","any history","caries experience",61.4,"upper_CI",78.8,9998556
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","caries","untreated","untreated caries",27.3,"lower_CI",17.4,1445
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","caries","untreated","untreated caries",27.3,"upper_CI",37.2,9998554
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","treatment need","early or urgent","treatment need: early or urgent",24.8,"lower_CI",17,1447
"Ohio","2004-2005",2005,"grade 3","all","total","county","Perry","treatment need","early or urgent","treatment need: early or urgent",24.8,"upper_CI",32.7,9998552
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","caries","any history","caries experience",57.4,"lower_CI",52.8,1449
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","caries","any history","caries experience",57.4,"upper_CI",62.1,9998550
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","dental sealants","present","dental sealants",31.1,"lower_CI",27.9,1451
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","dental sealants","present","dental sealants",31.1,"upper_CI",34.3,9998548
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","caries","untreated","untreated caries",22.7,"lower_CI",17,1453
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","caries","untreated","untreated caries",22.7,"upper_CI",28.3,9998546
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","treatment need","early or urgent","treatment need: early or urgent",20.3,"lower_CI",13.8,1455
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pickaway","treatment need","early or urgent","treatment need: early or urgent",20.3,"upper_CI",26.7,9998544
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","caries","any history","caries experience",76.6,"lower_CI",68.3,1457
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","caries","any history","caries experience",76.6,"upper_CI",84.8,9998542
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","dental sealants","present","dental sealants",70.9,"lower_CI",62.5,1459
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","dental sealants","present","dental sealants",70.9,"upper_CI",79.4,9998540
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","treatment need","early or urgent","treatment need: early or urgent",48.1,"lower_CI",33.3,1461
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","treatment need","early or urgent","treatment need: early or urgent",48.1,"upper_CI",63,9998538
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","caries","untreated","untreated caries",48.1,"lower_CI",33.3,1463
"Ohio","2004-2005",2005,"grade 3","all","total","county","Pike","caries","untreated","untreated caries",48.1,"upper_CI",63,9998536
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","caries","any history","caries experience",51.3,"lower_CI",37.5,1465
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","caries","any history","caries experience",51.3,"upper_CI",65.1,9998534
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","dental sealants","present","dental sealants",40.3,"lower_CI",28.2,1467
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","dental sealants","present","dental sealants",40.3,"upper_CI",52.4,9998532
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","treatment need","early or urgent","treatment need: early or urgent",21.5,"lower_CI",15,1469
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","treatment need","early or urgent","treatment need: early or urgent",21.5,"upper_CI",27.9,9998530
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","caries","untreated","untreated caries",21.5,"lower_CI",15,1471
"Ohio","2004-2005",2005,"grade 3","all","total","county","Portage","caries","untreated","untreated caries",21.5,"upper_CI",27.9,9998528
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","caries","any history","caries experience",55.7,"lower_CI",53,1473
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","caries","any history","caries experience",55.7,"upper_CI",58.4,9998526
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","dental sealants","present","dental sealants",32.3,"lower_CI",30.5,1475
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","dental sealants","present","dental sealants",32.3,"upper_CI",34.2,9998524
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","treatment need","early or urgent","treatment need: early or urgent",19.6,"lower_CI",14.6,1477
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","treatment need","early or urgent","treatment need: early or urgent",19.6,"upper_CI",24.6,9998522
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","caries","untreated","untreated caries",19.6,"lower_CI",14.6,1479
"Ohio","2004-2005",2005,"grade 3","all","total","county","Preble","caries","untreated","untreated caries",19.6,"upper_CI",24.6,9998520
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","none","treatment need: none",84,"lower_CI",81.8,1481
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","none","treatment need: none",84,"upper_CI",86.2,9998518
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","caries","any history","caries experience",59,"lower_CI",53.4,1483
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","caries","any history","caries experience",59,"upper_CI",64.6,9998516
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","dental sealants","present","dental sealants",37.3,"lower_CI",31.6,1485
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","dental sealants","present","dental sealants",37.3,"upper_CI",43,9998514
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","caries","untreated","untreated caries",17.2,"lower_CI",14.1,1487
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","caries","untreated","untreated caries",17.2,"upper_CI",20.3,9998512
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","early","treatment need: early",14.6,"lower_CI",12.8,1489
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","early","treatment need: early",14.6,"upper_CI",16.4,9998510
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","urgent","treatment need: urgent",1.4,"lower_CI",0.5,1491
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 1","treatment need","urgent","treatment need: urgent",1.4,"upper_CI",2.2,9998508
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","none","treatment need: none",77.6,"lower_CI",71.8,1493
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","none","treatment need: none",77.6,"upper_CI",83.4,9998506
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","caries","any history","caries experience",57.5,"lower_CI",50.6,1495
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","caries","any history","caries experience",57.5,"upper_CI",64.5,9998504
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","dental sealants","present","dental sealants",39.7,"lower_CI",34.1,1497
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","dental sealants","present","dental sealants",39.7,"upper_CI",45.3,9998502
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","caries","untreated","untreated caries",26.4,"lower_CI",20,1499
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","caries","untreated","untreated caries",26.4,"upper_CI",32.8,9998500
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","early","treatment need: early",15.7,"lower_CI",11,1501
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","early","treatment need: early",15.7,"upper_CI",20.5,9998498
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","urgent","treatment need: urgent",6.6,"lower_CI",3.4,1503
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 2","treatment need","urgent","treatment need: urgent",6.6,"upper_CI",9.8,9998496
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","caries","any history","caries experience",77.9,"lower_CI",72.6,1505
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","caries","any history","caries experience",77.9,"upper_CI",83.2,9998494
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","none","treatment need: none",60.2,"lower_CI",55.4,1507
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","none","treatment need: none",60.2,"upper_CI",65,9998492
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","dental sealants","present","dental sealants",54.6,"lower_CI",46.7,1509
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","dental sealants","present","dental sealants",54.6,"upper_CI",62.6,9998490
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","caries","untreated","untreated caries",39.9,"lower_CI",34,1511
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","caries","untreated","untreated caries",39.9,"upper_CI",45.8,9998488
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","early","treatment need: early",34.6,"lower_CI",29.6,1513
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","early","treatment need: early",34.6,"upper_CI",39.6,9998486
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","urgent","treatment need: urgent",5.2,"lower_CI",3.7,1515
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 3","treatment need","urgent","treatment need: urgent",5.2,"upper_CI",6.7,9998484
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","none","treatment need: none",74.6,"lower_CI",70.4,1517
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","none","treatment need: none",74.6,"upper_CI",78.8,9998482
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","caries","any history","caries experience",63.9,"lower_CI",59.1,1519
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","caries","any history","caries experience",63.9,"upper_CI",68.8,9998480
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","dental sealants","present","dental sealants",43.4,"lower_CI",38.5,1521
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","dental sealants","present","dental sealants",43.4,"upper_CI",48.3,9998478
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","caries","untreated","untreated caries",25.8,"lower_CI",20.8,1523
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","caries","untreated","untreated caries",25.8,"upper_CI",30.8,9998476
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","early","treatment need: early",22.8,"lower_CI",19.1,1525
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","early","treatment need: early",22.8,"upper_CI",26.5,9998474
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","urgent","treatment need: urgent",2.6,"lower_CI",0.8,1527
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 4","treatment need","urgent","treatment need: urgent",2.6,"upper_CI",4.3,9998472
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","caries","any history","caries experience",75.2,"lower_CI",70.8,1529
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","caries","any history","caries experience",75.2,"upper_CI",79.6,9998470
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","treatment need","none","treatment need: none",57.1,"lower_CI",54.1,1531
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","treatment need","none","treatment need: none",57.1,"upper_CI",60,9998468
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","dental sealants","present","dental sealants",48.3,"lower_CI",43.6,1533
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","dental sealants","present","dental sealants",48.3,"upper_CI",53.1,9998466
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","caries","untreated","untreated caries",44.1,"lower_CI",41.2,1535
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","caries","untreated","untreated caries",44.1,"upper_CI",47,9998464
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","treatment need","early","treatment need: early",40.3,"lower_CI",37.5,1537
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","treatment need","early","treatment need: early",40.3,"upper_CI",43.2,9998462
"Idaho","2004-2005",2005,"grade 3","all","total","public health district","Public health district 5","treatment need","urgent","treatment need: urgent",2.6,"lower_CI",1.6,1539
