PWS_ID,state,water_system_id,PWS_name,county,population,fluorided_status,fluoride_conc
AL-0001149,AL,1149,BETHEL WATER SYSTEM,Shelby ,3066,No,0
AL-0001150,AL,1150,CALERA WATER WORKS,Shelby ,14214,No,0
AL-0001151,AL,1151,COLUMBIANA WATER WORKS,Shelby ,8463,No,0
AL-0001156,AL,1156,HARPERSVILLE WATER SYSTEM,Shelby ,1619,No,0
AL-0001157,AL,1157,HELENA UTILITY BOARD,Shelby ,14511,No,0
AL-0001158,AL,1158,INDIAN SPRINGS SCHOOL,Shelby ,230,No,0
AL-0001159,AL,1159,LITTLE WAXIE WATER AUTHORITY,Shelby ,942,No,0
AL-0001160,AL,1160,MONTEVALLO WATER WORKS & SEWER,Shelby ,7216,No,0
AL-0001163,AL,1163,PELHAM WATER WORKS,Shelby ,25964,No,0
AL-0001164,AL,1164,STERRETT-VANDIVER WATER SYSTEM,Shelby ,2280,Yes,0.7
AL-0001168,AL,1168,VINCENT WATER WORKS BOARD,Shelby ,2165,No,0
AL-0001171,AL,1171,WILSONVILLE WATER WORKS,Shelby ,1889,No,0
AL-0001172,AL,1172,WILTON WATER WORKS,Shelby ,2220,No,0
AL-0001176,AL,1176,TOWN OF ASHVILLE WATER AND SEWER DEPT,St. Clair ,3098,No,0.2
AL-0001199,AL,1199,MARGARET WATER WORKS,St. Clair ,2660,No,0.34
AL-0001202,AL,1202,NORTHWEST ST CLAIR WATER SYSTEM,St. Clair ,1983,No,0.34
AL-0001203,AL,1203,ODENVILLE UTILITIES BOARD,St. Clair ,15585,No,0.34
AL-0001204,AL,1204,PELL CITY WATER WORKS,St. Clair ,11462,Yes,0.7
AL-0001205,AL,1205,"PINEDALE WATER, SEWER, & FIRE PROTECTION AUTHORITY, INC.",St. Clair ,806,No,0.2
AL-0001208,AL,1208,RAGLAND GAS & WATER BOARD,St. Clair ,2598,No,0
AL-0001209,AL,1209,RIVERSIDE UTILITY BOARD,St. Clair ,2771,No,0
AL-0001211,AL,1211,SPRINGVILLE WATER WORKS,St. Clair ,4411,No,0
AL-0001213,AL,1213,STEELE WATER WORKS BOARD,St. Clair ,1239,Yes,0.7
AL-0001216,AL,1216,WATTSVILLE WATER AUTHORITY,St. Clair ,3872,No,0
AL-0001217,AL,1217,CUBA WATER BOARD,Sumter ,454,No,0
AL-0001219,AL,1219,WOLF CREEK WATER AUTHORITY,St. Clair ,742,No,0
AL-0001220,AL,1220,LIVINGSTON WATER WORKS,Sumter ,3409,Yes,0.7
AL-0001222,AL,1222,SUMTER COUNTY WATER AUTHORITY,Sumter ,7831,No,0
AL-0001223,AL,1223,YORK WATER SYSTEM/CITY OF YORK,Sumter ,2847,No,0.3
AL-0001228,AL,1228,CHILDERSBURG WATER & SEWER  BOARD,Talladega ,7514,Yes,0.7
AL-0001229,AL,1229,"WATER WORKS, INC.",Talladega ,461,No,0
AL-0001236,AL,1236,FAYETTEVILLE WATER  AUTHORITY,Talladega ,3520,No,0
AL-0001245,AL,1245,LINCOLN WATER WORKS,Talladega ,7451,No,0
AL-0001247,AL,1247,MUNFORD WATER & FIRE PRO AUTHORITY,Talladega ,3075,No,0
AL-0001250,AL,1250,WALDO WATER SYSTEM,Talladega ,295,Yes,0.7
AL-0001258,AL,1258,SYLACAUGA UTILITIES BOARD,Talladega ,17506,Yes,0.7
AL-0001260,AL,1260,TALLADEGA WATER & SEWER BOARD,Talladega ,15444,Yes,0.7
AL-0001261,AL,1261,TALLADEGA-SHELBY WATER TREATMENT PLANT,Shelby,15356,Yes,0.7
AL-0001261,AL,1261,TALLADEGA-SHELBY WATER TREATMENT PLANT,Talladega ,25,Yes,0.7
AL-0001265,AL,1265,ALEXANDER CITY WATER DEPARTMENT,Tallapoosa ,20730,Yes,0.7
AL-0001270,AL,1270,CAMP HILL UTILITIES BOARD,Tallapoosa ,1548,Yes,0.7
AL-0001273,AL,1273,DADEVILLE WATER WORKS & GAS BOARD,Tallapoosa ,2875,Yes,0.7
AL-0001274,AL,1274,DAVISTON WATER SYSTEM,Tallapoosa ,484,Yes,0.7
AL-0001279,AL,1279,JACKSONS GAP WATER AUTHORITY,Tallapoosa ,4376,Yes,0.7
AL-0001283,AL,1283,NEW SITE WATER SYSTEM,Tallapoosa ,1262,Yes,0.7
AL-0001285,AL,1285,RAY COMMUNITY WATER & FIRE PRO AUTHORITY,Coosa ,995,Yes,0.7
AL-0001288,AL,1288,WALL STREET WATER AUTHORITY,Tallapoosa ,3971,Yes,0.7
AL-0001289,AL,1289,WALNUT HILL WATER AUTHORITY,Tallapoosa ,7364,Yes,0.7
AL-0001290,AL,1290,"BUHL, ELROD & HOLMAN WATER AUTHORITY",Tuscaloosa ,2303,No,0
AL-0001293,AL,1293,"CITIZEN'S WATER SERVICE, INC.",Tuscaloosa ,5894,Yes,0.7
AL-0001298,AL,1298,COALING WATER AUTHORITY,Tuscaloosa ,2810,Yes,0.7
AL-0001299,AL,1299,COKER WATER AUTHORITY,Tuscaloosa ,2902,No,0
AL-0001301,AL,1301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",Tuscaloosa ,3778,Yes,0.7
AL-0001302,AL,1302,FOSTERS-RALPH WATER AUTHORITY,Tuscaloosa ,4595,Yes,0.7
AL-0001306,AL,1306,MITCHELL WATER SYSTEM INC,Tuscaloosa ,6910,Yes,0.7
AL-0001307,AL,1307,NORTHPORT WATER TREATMENT FAC.,Tuscaloosa ,28792,Yes,0.7
AL-0001309,AL,1309,PETERSON WATER SYSTEM,Tuscaloosa ,1654,Yes,0.7
AL-0001313,AL,1313,TUSCALOOSA WATER & SEWER,Tuscaloosa ,126686,Yes,0.7
AL-0001322,AL,1322,BOLDO WATER AUTHORITY,Walker ,3474,Yes,0.7
AL-0001324,AL,1324,CARBON HILL UTILITIES BOARD,Walker ,2612,Yes,0.7
AL-0001326,AL,1326,CORDOVA WATER WORKS & GAS BOARD,Walker ,3455,Yes,0.7
AL-0001327,AL,1327,COPELAND FERRY/PUMPKIN CENTER W S,Walker ,859,Yes,0.7
AL-0001336,AL,1336,"JASPER WATER WORKS & SEWER BD. INC.,",Walker ,22803,Yes,0.7
AL-0001337,AL,1337,KANSAS WATER SYSTEM,Walker ,288,Yes,0.7
AL-0001342,AL,1342,NAUVOO WATER WORKS,Walker ,1728,Yes,0.7
AL-0001343,AL,1343,OAKMAN WATER WORKS,Walker ,2948,Yes,0.7
AL-0001344,AL,1344,PARRISH WATER WORKS BOARD,Walker ,4752,Yes,0.7
AL-0001345,AL,1345,PROVIDENCE WATER AUTHORITY,Walker ,1092,Yes,0.7
AL-0001351,AL,1351,SUMITON WATER WORKS BOARD,Walker ,4828,Yes,0.7
AL-0001353,AL,1353,TOWNLEY WATER AUTHORITY,Walker ,1981,Yes,0.7
AL-0001357,AL,1357,FRANKVILLE WATER  AUTHORITY,Washington ,721,No,0
AL-0001358,AL,1358,CHATOM UTILITIES BOARD,Washington ,1451,No,0
AL-0001360,AL,1360,FRUITDALE WATER SYSTEM,Washington ,2283,No,0
AL-0001361,AL,1361,HOBSON WATER SYSTEM,Washington ,472,No,0
AL-0001362,AL,1362,LEROY WATER & FIRE PRO AUTHORITY,Washington ,1253,No,0.09
AL-0001363,AL,1363,MCINTOSH WATER & FIRE PRO AUTHORITY,Washington ,2186,No,0
AL-0001364,AL,1364,MILLRY WATER WORKS,Washington ,1700,No,0
AL-0001366,AL,1366,ST STEPHENS WATER SYSTEM,Washington ,564,No,0.29
AL-0001367,AL,1367,WAGARVILLE WATER SYSTEM,Washington ,369,No,0
AL-0001368,AL,1368,DEER PARK-VINEGAR BEND WATER AUTHORITY,Washington ,1057,No,0
AL-0001371,AL,1371,WILCOX COUNTY WATER SYSTEM,Wilcox ,5063,Yes,0.7
AL-0001374,AL,1374,CAMDEN WATER & SEWER DEPARTMENT,Wilcox ,3202,Yes,1.42
AL-0001378,AL,1378,SYCAMORE WATER & FIRE PRO AUTHORITY,Talladega ,1382,No,0
AL-0001380,AL,1380,ELDRIDGE WATER SYSTEM,Walker ,1308,Yes,0.7
AL-0001391,AL,1391,PINE APPLE WATER WORKS,Wilcox ,283,Yes,1.9
AL-0001393,AL,1393,PINE HILL WATER DEPARTMENT,Marengo,5051,Yes,0.7
AL-0001393,AL,1393,PINE HILL WATER DEPARTMENT,Wilcox ,8254,Yes,0.7
AL-0001393,AL,1393,PINE HILL WATER DEPARTMENT,Clarke,7051,Yes,0.7
AL-0001402,AL,1402,ADDISON WATER WORKS,Winston ,1953,Yes,0.7
AL-0001403,AL,1403,ARLEY WATER SYSTEM,Winston ,6044,No,0
AL-0001410,AL,1410,DOUBLE SPRINGS WATER WORKS,Winston ,4162,Yes,0.7
AL-0001411,AL,1411,HALEYVILLE WATER WORKS,Winston ,9395,Yes,0.7
AL-0001412,AL,1412,LYNN WATER WORKS,Winston ,1417,Yes,0.7
AL-0001420,AL,1420,ARDMORE WATER SYSTEM,Limestone ,2534,No,0
AL-0001422,AL,1422,NORTHEAST ALABAMA WATER SYSTEM,DeKalb ,28792,No,0
AL-0001423,AL,1423,GREENHILL WATER & FIRE PRO AUTHORITY,Lauderdale ,5920,Yes,0.7
AL-0001424,AL,1424,EAST LAUDERDALE COUNTY WATER AUTHORITY,Lauderdale ,7104,Yes,0.7
AL-0001426,AL,1426,SOUTHWEST ALABAMA WATER AUTHORITY,Monroe ,3835,No,0
AL-0001427,AL,1427,PERRY COUNTY WATER AUTHORITY,Perry ,1958,No,0
AL-0001428,AL,1428,FORKLAND WATER SYSTEM,Greene ,1023,No,0.07
AL-0001430,AL,1430,SAND SPRINGS WATER AUTHORITY,Tuscaloosa ,2396,Yes,0.7
AL-0001432,AL,1432,CURRY WATER AUTHORITY,Walker ,13175,Yes,0.7
AL-0001434,AL,1434,COOK SPRINGS WATER AUTHORITY,St. Clair ,3202,No,0.34
AL-0001437,AL,1437,NEW LONDON WATER & FIRE PRO AUTHORITY,St. Clair ,4588,No,0
AL-0001439,AL,1439,SOUTH MARENGO WATER & FIRE PRO AUTHORITY,Marengo ,4307,Yes,0.7
AL-0001460,AL,1460,COWIKEE WATER AUTHORITY,Barbour ,1640,No,0
AL-0001489,AL,1489,AMERICAN WATER  ENTERPRISE,Dale ,14993,Yes,0.7
AL-0001490,AL,1490,PERDIDO BAY WATER SYSTEM,Baldwin ,6254,Yes,0.7
AL-0001500,AL,1500,FRANKLIN COUNTY WATER SERVICE AUTHORITY,Franklin ,3801,No,0
AL-0001505,AL,1505,BIG WILLS WATER & FIRE PRO AUTHORITY,Etowah ,1833,No,0
AL-0001506,AL,1506,MYRTLEWOOD WATER SYSTEM,Marengo ,2303,No,0.46
AL-0001507,AL,1507,BUTLER COUNTY WATER AUTHORITY,Butler ,10285,No,0
AL-0001508,AL,1508,QUINT-MAR WATER AUTHORITY,Crenshaw ,6221,No,0
AL-0001509,AL,1509,HALE COUNTY WATER AUTHORITY,Hale ,6758,Yes,0.7
AL-0001510,AL,1510,TURNERVILLE WATER & FIRE PRO DISTRICT,Mobile ,3112,No,0
AL-0001511,AL,1511,AVON WATER SYSTEM,Houston ,357,Yes,0.7
AL-0001512,AL,1512,LOWNDES COUNTY WATER SYSTEM,Lowndes ,3057,No,0
AL-0001513,AL,1513,MID-CENTRAL WATER & FIRE PRO AUTHORITY,Clarke ,1790,Yes,0.7
AL-0001516,AL,1516,HAMDEN RIDGE WATER AUTHORITY,Conecuh ,1557,No,0
AL-0001533,AL,1533,BELLWOOD WATER & FIRE AUTH.,Geneva ,299,No,0
AL-0001537,AL,1537,RANDOLPH COUNTY WATER & SEWER AUTHORITY,Randolph ,3490,Yes,0.7
AL-0001540,AL,1540,CARROLL'S CREEK WATER AUTHORITY,Tuscaloosa ,10121,Yes,0.7
AL-0001541,AL,1541,HACKNEYVILLE WATER & FIRE PRO AUTHORITY,Tallapoosa ,887,Yes,0.7
AL-0001546,AL,1546,PERDIDO WATER AUTHORITY,Baldwin ,668,Yes,0.7
AL-0001671,AL,1671,SHELBY COUNTY WATER SERVICES,Shelby ,24266,Yes,0.7
AL-0001672,AL,1672,REMLAP-PINE MTN WATER AUTHORITY,Blount ,1847,Yes,0.7
AL-0001678,AL,1678,IDA STATION WATER DISTRICT,Talladega ,286,No,0
AL-0001685,AL,1685,TALLADEGA COUNTY WATER SYSTEM,Talladega ,2207,Yes,0.7
AL-0001716,AL,1716,MARION COUNTY PUBLIC WATER AUTHORITY,Marion ,1951,Yes,0.7
AL-0001721,AL,1721,WATER WORKS AND GAS BOARD OF DORA,Walker ,3317,Yes,0.7
AL-0001722,AL,1722,OLD SUGGSVILLE WATER AND FPA,Clarke ,1037,No,0.23
AL-0001737,AL,1737,WEST CLARKE WATER AUTHORITY,Clarke ,848,No,0
AL-0001739,AL,1739,CENTRAL TALLADEGA COUNTY WATER AUTHORITY,Talladega ,2462,No,0.08
AL-0001748,AL,1748,JACKSON COUNTY WATER AUTHORITY,Jackson ,4934,Yes,0.7
AL-0001750,AL,1750,WEST AUTAUGA WATER AUTHORITY,Autauga ,6910,No,0
AL-0001753,AL,1753,TIBBIE WATER & FIRE PROTECTION AUTHORITY,Washington ,1018,No,0
AL-0001755,AL,1755,HOUSTON COUNTY WATER AUTHORITY,Houston ,3110,No,0
AL-0001756,AL,1756,HUNTER'S WALK MFG HOME COMMUNITY,Montgomery ,221,Yes,0.7
AL-0001760,AL,1760,"MILLERS FERRY WATER AUTHORITY, INC.",Wilcox ,1106,No,0
AL-0001761,AL,1761,CLEBURNE COUNTY WATER AUTHORITY,Cleburne ,3103,Yes,0.7
AL-0001764,AL,1764,CWM WATER AUTHORITY,Wilcox ,1336,Yes,0.7
AL-0001767,AL,1767,AKRON WATER SYSTEM,Hale ,560,Yes,0.7
AL-0001769,AL,1769,"THE BLUE HOLE WATER COMPANY, INC.",Blount ,283,No,0
AL-0001770,AL,1770,EAST CENTRAL BALDWIN WATER AND FPA,Baldwin ,2455,No,0
AL-0001771,AL,1771,NORTH CLARKE WATER AUTHORITY,Clarke ,719,No,0.46
AL-0001775,AL,1775,CHANDLER MTN/GREASY COVE WATER AND FPA,St. Clair ,647,No,0.34
AL-0001780,AL,1780,FIVE STAR WATER,Elmore ,77,Yes,0.7
AL-0001782,AL,1782,BESSEMER (G.U.S.C.),Jefferson ,25,Yes,0.7
AL-0001783,AL,1783,BLOUNT COUNTY WATER,Blount ,12991,No,0
AL-0001784,AL,1784,WASHINGTON COUNTY WATER   AUTH.,Washington ,1903,No,0
AL-0001786,AL,1786,CITY OF CULLMAN WATER WORKS,Cullman ,23863,Yes,0.7
AL-0001789,AL,1789,COFFEE COUNTY WATER AUTHORITY,Coffee ,3305,No,0
AL-0001790,AL,1790,PARKER CREEK - COOSA COUNTY,Coosa ,1152,Yes,0.7
AL-0001796,AL,1796,DEKALB-JACKSON,Jackson ,31,No,0
AL-0001799,AL,1799,LAKE  MITCHELL  WATER,Chilton ,230,Yes,0.7
AL-0001805,AL,1805,COOSA VALLEY WATER SUPPLY DISTRICT,St. Clair ,3,No,0
AR-0000001,AR,1,MARYSVILLE WATER ASSOCIATION,Union ,758,No,0
AR-0000002,AR,2,MOUNT HOLLY WATERWORKS,Union ,415,No,0
AR-0000003,AR,3,CALICO ROCK WATERWORKS,Izard ,2083,Yes,0.7
AR-0000004,AR,4,FORREST CITY WATERWORKS,St. Francis ,14322,Yes,0.7
AR-0000005,AR,5,ST CHARLES WATERWORKS,Arkansas ,423,No,0
AR-0000006,AR,6,ALMYRA WATERWORKS,Arkansas ,371,No,0
AR-0000007,AR,7,NORTHEAST DEWITT WATER ASSOC,Arkansas ,643,Yes,0.7
AR-0000008,AR,8,DEWITT WATERWORKS,Arkansas ,4501,Yes,0.7
AR-0000009,AR,9,GILLETT WATER DEPT,Arkansas ,832,No,0.25
AR-0000010,AR,10,HUMPHREY WATERWORKS,Arkansas ,714,No,0
AR-0000011,AR,11,HUGHES COMMUNITY WATER ASSOC,St. Francis ,2531,No,0
AR-0000012,AR,12,NORTH LAGRUE WATER ASSOC,Arkansas ,287,Yes,0.7
AR-0000013,AR,13,STUTTGART WATERWORKS,Arkansas ,9935,Yes,0.7
AR-0000014,AR,14,BOYDELL WATER ASSOCIATION,Ashley ,159,Yes,0.4
AR-0000015,AR,15,HAMBURG WATERWORKS,Ashley ,5405,Yes,0.7
AR-0000016,AR,16,FOUNTAIN HILL WATERWORKS,Ashley ,921,Yes,0.86
AR-0000017,AR,17,CROSSETT WATER COMMISSION,Ashley ,7669,Yes,0.7
AR-0000018,AR,18,PORTLAND WATERWORKS,Ashley ,751,No,0
AR-0000019,AR,19,PARKDALE WATERWORKS,Ashley ,330,No,0
AR-0000020,AR,20,MONTROSE WATERWORKS,Ashley ,624,No,0
AR-0000021,AR,21,WILMOT WATERWORKS,Ashley ,855,No,0.36
AR-0000022,AR,22,NORTH CROSSETT WATERWORKS,Ashley ,3229,No,0.26
AR-0000023,AR,23,NORTH EAST CROSSETT WATER ASSN,Ashley ,174,No,0.26
AR-0000024,AR,24,BRIAR CLIFF WATERWORKS,Baxter ,302,No,0.23
AR-0000025,AR,25,MOUNTAIN HOME WATERWORKS,Baxter ,16224,Yes,0.7
AR-0000026,AR,26,BIG FLAT WATERWORKS,Baxter ,535,No,0.57
AR-0000027,AR,27,LAKEVIEW-MIDWAY WATER ASSOC,Baxter ,3633,Yes,0.7
AR-0000028,AR,28,COTTER WATERWORKS,Baxter ,1054,No,0.23
AR-0000031,AR,31,LAKE BULL SHOALS ESTATES WATER,Marion ,55,No,0
AR-0000032,AR,32,LEISURE HILLS WATER DEPT,Baxter ,136,No,0
AR-0000033,AR,33,NORTH EAST WATER ASSOCIATION,Baxter ,3885,Yes,0.7
AR-0000034,AR,34,GASSVILLE WATERWORKS,Baxter ,1577,No,0
AR-0000035,AR,35,NORFORK WATERWORKS,Baxter ,990,No,0.26
AR-0000036,AR,36,SALESVILLE WATERWORKS,Baxter ,604,No,0.21
AR-0000037,AR,37,BENTON CO WATER,Benton ,4506,Yes,0.7
AR-0000038,AR,38,BEAVER WATER DISTRICT,Benton ,1,Yes,0.7
AR-0000039,AR,39,BELLA VISTA POA,Benton ,25892,Yes,0.7
AR-0000040,AR,40,RAMBO RIVIERA SD WATERWORKS,Benton ,85,Yes,0.74
AR-0000041,AR,41,BENTONVILLE WATERWORKS,Benton ,31495,Yes,0.7
AR-0000042,AR,42,MOCKINGBIRD HILL WATER ASSOC,Newton ,706,No,0
AR-0000043,AR,43,CAVE SPRINGS WATERWORKS,Benton ,1370,Yes,0.7
AR-0000044,AR,44,CENTERTON WATERWORKS,Benton ,10541,Yes,0.7
AR-0000045,AR,45,SYLVAN SHORES SD WATERWORKS,Carroll ,75,No,0.41
AR-0000046,AR,46,FIFTY SIX WATERWORKS,Stone ,546,No,0.54
AR-0000047,AR,47,GARFIELD WATERWORKS,Benton ,755,Yes,0.7
AR-0000048,AR,48,GENTRY WATERWORKS,Benton ,5707,Yes,0.7
AR-0000049,AR,49,LOST BRIDGE VILL WAT-SEW DISTS,Benton ,934,Yes,0.7
AR-0000051,AR,51,GRAVETTE WATERWORKS,Benton ,3328,Yes,0.7
AR-0000052,AR,52,DECATUR WATERWORKS,Benton ,1728,Yes,0.7
AR-0000053,AR,53,PEA RIDGE WATERWORKS,Benton ,5727,Yes,0.7
AR-0000054,AR,54,BRADLEY CO WATER,Bradley ,1137,Yes,0.7
AR-0000055,AR,55,ROGERS WATERWORKS,Benton ,55870,Yes,0.7
AR-0000056,AR,56,SILOAM SPRINGS WATERWORKS,Benton ,15362,Yes,0.7
AR-0000057,AR,57,SULPHUR SPRINGS WATERWORKS,Benton ,734,No,0.28
AR-0000058,AR,58,ALPENA WATERWORKS,Boone ,540,Yes,0.7
AR-0000059,AR,59,BELLEFONTE WATER,Boone ,454,No,0.54
AR-0000060,AR,60,BERGMAN WATERWORKS,Boone ,2835,No,0
AR-0000061,AR,61,DIAMOND CITY WATER,Boone ,1227,No,0
AR-0000062,AR,62,HARRISON WATERWORKS,Boone ,16128,Yes,0.7
AR-0000063,AR,63,LEAD HILL WATERWORKS,Boone ,491,No,0
AR-0000064,AR,64,OMAHA WATERWORKS,Boone ,1155,No,0
AR-0000065,AR,65,VALLEY SPRINGS WATERWORKS,Newton,0,No,0
AR-0000065,AR,65,VALLEY SPRINGS WATERWORKS,Boone ,3007,No,0
AR-0000066,AR,66,WARREN WATERWORKS,Bradley ,7045,Yes,0.7
AR-0000067,AR,67,HERMITAGE WATERWORKS,Bradley ,624,No,0.29
AR-0000068,AR,68,BANKS WATERWORKS,Bradley ,300,No,0.25
AR-0000069,AR,69,CLEVELAND CO WATER ASSOC,Cleveland ,1731,No,0.2
AR-0000070,AR,70,HAMPTON WATERWORKS,Calhoun ,1764,No,0.28
AR-0000071,AR,71,HARRELL WATERWORKS,Calhoun ,419,No,0.24
AR-0000072,AR,72,THORNTON WATERWORKS,Calhoun ,865,No,0.21
AR-0000074,AR,74,BERRYVILLE WATERWORKS,Carroll ,5252,Yes,0.7
AR-0000075,AR,75,EUREKA SPRINGS WATERWORKS,Carroll ,2549,Yes,0.7
AR-0000076,AR,76,GRAY ROCK WATER ASSOCIATION,Logan ,683,Yes,0.7
AR-0000077,AR,77,GREEN FOREST WATERWORKS,Carroll ,5521,Yes,0.7
AR-0000078,AR,78,HOLIDAY ISLAND WATERWORKS,Carroll ,3548,No,0
AR-0000080,AR,80,LAKE CHICOT WATER ASSOCIATION,Chicot ,2004,Yes,0.7
AR-0000081,AR,81,LAKE VILLAGE WATERWORKS,Chicot ,6250,Yes,0.7
AR-0000082,AR,82,DERMOTT WATERWORKS,Chicot ,3522,No,0.27
AR-0000083,AR,83,EUDORA WATERWORKS,Chicot ,3219,Yes,0.7
AR-0000084,AR,84,READLAND-GRANDLAKE WATER ASSOC,Chicot ,263,Yes,0.7
AR-0000085,AR,85,ARKADELPHIA WATERWORKS,Clark ,10500,Yes,0.7
AR-0000086,AR,86,GUM SPRINGS WATER ASSOCIATION,Clark ,1043,Yes,0.7
AR-0000087,AR,87,GURDON WATERWORKS,Clark ,3469,No,0.55
AR-0000088,AR,88,AMITY WATERWORKS,Clark ,1025,No,0
AR-0000089,AR,89,OKOLONA WATERWORKS,Clark ,645,No,0.25
AR-0000090,AR,90,PIGGOTT WATERWORKS,Clay ,5072,Yes,0.7
AR-0000091,AR,91,PEACH ORCHARD WATERWORKS,Clay ,216,Yes,0.7
AR-0000092,AR,92,POLLARD WATERWORKS,Clay ,371,No,0.4
AR-0000093,AR,93,RECTOR WATERWORKS,Clay ,2990,Yes,0.7
AR-0000094,AR,94,ST FRANCIS WATERWORKS,Clay ,383,No,0.37
AR-0000095,AR,95,SUCCESS WATERWORKS,Clay ,291,Yes,0.7
AR-0000096,AR,96,CORNING WATERWORKS,Clay ,3613,No,0
AR-0000097,AR,97,GREENWAY WATERWORKS,Clay ,470,No,0.42
AR-0000098,AR,98,MC DOUGAL WATERWORKS,Clay ,312,No,0.53
AR-0000099,AR,99,KNOBEL WATERWORKS,Clay ,341,Yes,0.67
AR-0000101,AR,101,COMMUNITY WATER ASSOCIATION,Cleburne ,15554,Yes,0.7
AR-0000102,AR,102,LOCUST BAYOU WATER ASSOCIATION,Ouachita ,497,No,0
AR-0000103,AR,103,WESSON-NEWELL WATER ASSOC,Union ,601,No,0.21
AR-0000104,AR,104,HEBER SPRINGS WATER SYSTEM,Cleburne ,11126,Yes,0.7
AR-0000105,AR,105,QUITMAN WATERWORKS,Cleburne ,1482,Yes,0.7
AR-0000106,AR,106,RISON WATERWORKS,Cleveland ,1471,No,0.2
AR-0000107,AR,107,HWY 63 WATER ASSOCIATION,Cleveland ,7615,Yes,0.7
AR-0000108,AR,108,KINGSLAND WATERWORKS,Cleveland ,658,No,0
AR-0000109,AR,109,MAGNOLIA WATERWORKS,Columbia ,11078,Yes,0.7
AR-0000110,AR,110,MC NEIL WATERWORKS,Columbia ,607,No,0
AR-0000111,AR,111,EMERSON WATERWORKS,Columbia ,1228,No,0
AR-0000112,AR,112,WALDO WATERWORKS,Columbia ,2037,No,0.25
AR-0000113,AR,113,PINE REST MOBILE HOME PARK,Hot Spring ,69,No,0
AR-0000114,AR,114,TAYLOR WATERWORKS,Columbia ,676,No,0.3
AR-0000115,AR,115,VILLAGE WATER ASSOCIATION,Columbia ,472,No,0.39
AR-0000116,AR,116,WALKER WATER ASSOCAITION,Columbia ,1234,Yes,0.7
AR-0000118,AR,118,MENIFEE WATER DEPARTMENT,Conway ,473,Yes,0.7
AR-0000119,AR,119,CONWAY CO REGIONAL WATER DIST,Conway ,19620,Yes,0.7
AR-0000120,AR,120,OPPELO WATER DEPARTMENT,Conway ,1276,Yes,0.7
AR-0000121,AR,121,PLUMERVILLE WATERWORKS,Conway ,1116,Yes,0.7
AR-0000122,AR,122,LAKE CITY WATERWORKS,Craighead ,2178,Yes,0.7
AR-0000123,AR,123,BLACK OAK WATERWORKS,Craighead ,235,No,0
AR-0000124,AR,124,JONESBORO WATER SYSTEM,Craighead ,68572,Yes,0.7
AR-0000126,AR,126,BONO WATERWORKS,Craighead ,2009,Yes,0.7
AR-0000127,AR,127,CARAWAY WATERWORKS,Craighead ,1254,No,0
AR-0000128,AR,128,MONETTE WATERWORKS,Craighead ,1378,No,0
AR-0000129,AR,129,BAY WATERWORKS,Craighead ,1771,No,0
AR-0000130,AR,130,CASH WATERWORKS,Craighead ,382,Yes,0.7
AR-0000131,AR,131,BROOKLAND WATERWORKS,Craighead ,1894,No,0
AR-0000135,AR,135,SUBIACO CITY WATERWORKS,Logan ,492,No,0
AR-0000136,AR,136,MULBERRY WATERWORKS,Crawford ,1659,No,0
AR-0000137,AR,137,VANDERVOORT WATERWORKS,Polk ,709,No,0
AR-0000138,AR,138,CEDARVILLE WATERWORKS,Crawford ,7853,Yes,0.7
AR-0000139,AR,139,DORA WATER ASSOCIATION,Crawford ,270,Yes,0.7
AR-0000140,AR,140,KIBLER WATER SYSTEM,Crawford ,1784,Yes,0.7
AR-0000141,AR,141,MOUNTAINBURG WATER AND SEWER,Crawford ,714,Yes,0.7
AR-0000142,AR,142,VAN BUREN WATERWORKS,Crawford ,19720,Yes,0.7
AR-0000143,AR,143,DYER WATERWORKS,Crawford ,1019,Yes,0.7
AR-0000144,AR,144,ALMA WATERWORKS,Crawford ,5520,Yes,0.7
AR-0000145,AR,145,HWY 71 WATER ASSOCIATION,Crawford ,6074,Yes,0.7
AR-0000146,AR,146,OAK GROVE WATER ASSOCIATION,Crawford ,2722,Yes,0.7
AR-0000147,AR,147,CONCORD WATER USERS ASSOC,Crawford ,3058,Yes,0.7
AR-0000148,AR,148,CLARKDALE-JERICHO WATER ASSOC,Crittenden ,945,Yes,0.7
AR-0000149,AR,149,CRAWFORDSVILLE WATERWORKS,Crittenden ,1713,No,0
AR-0000150,AR,150,EARLE WATERWORKS,Crittenden ,2839,No,0
AR-0000151,AR,151,HORSESHOE LAKE UTILITIES,Crittenden ,693,No,0
AR-0000152,AR,152,MARION WATERWORKS,Crittenden ,11010,Yes,0.7
AR-0000153,AR,153,MIDWAY WATER ASSOCIATION,Crittenden ,2651,No,0.22
AR-0000154,AR,154,GILMORE WATERWORKS,Crittenden ,298,No,0.26
AR-0000155,AR,155,TURRELL WATER WORKS,Crittenden ,976,No,0
AR-0000156,AR,156,WEST MEMPHIS WATERWORKS,Crittenden ,30584,Yes,0.7
AR-0000158,AR,158,CHERRY VALLEY WATERWORKS,Cross ,756,No,0.22
AR-0000159,AR,159,HICKORY RIDGE WATERWORKS,Cross ,371,No,0
AR-0000160,AR,160,PARKIN WATERWORKS,Cross ,1633,No,0
AR-0000162,AR,162,VANNDALE-BIRDEYE WATER ASSOC,Cross ,2357,No,0
