"hc_id","year","hc_type","HealthCenterName","HealthCenterState"
"'033200",2017,"fqhc","GREATER PHILADELPHIA HEALTH ACTION, INC.","PA"
"'033230",2017,"fqhc","TRI-AREA COMMUNITY HEALTH","VA"
"'033620",2017,"fqhc","SOUTHEAST LANCASTER HEALTH SERVICES","PA"
"'033690",2017,"fqhc","ST. GEORGE MEDICAL CLINIC, INC.","WV"
"'033770",2017,"fqhc","GREATER BADEN MEDICAL SERVICE INC","MD"
"'033780",2017,"fqhc","QUALITY COMMUNITY HEALTH CARE, INC.","PA"
"'033930",2017,"fqhc","CHESPENN HEALTH SERVICES","PA"
"'034050",2017,"fqhc","BLUE RIDGE MEDICAL CENTER, INC.","VA"
"'034060",2017,"fqhc","PRIMARY HEALTH NETWORK","PA"
"'034100",2017,"fqhc","PORTSMOUTH COMMUNITY HEALTH CENTER, INC","VA"
"'034120",2017,"fqhc","ROANE CO. FAMILY HLTH CARE, INC.","WV"
"'034140",2017,"fqhc","SPECTRUM HEALTH SERVICES","PA"
"'034180",2017,"fqhc","SOUTHERN DOMINION HEALTH SYSTEMS, INC.","VA"
"'034190",2017,"fqhc","MINNIE HAMILTON HEALTH CARE CENTER, INC.","WV"
"'034210",2017,"fqhc","COMMUNITY CARE OF WEST VIRGINIA","WV"
"'034230",2017,"fqhc","COMMUNITY HEALTH NET","PA"
"'036640",2017,"fqhc","CHASE BREXTON HEALTH SERVICES, INC","MD"
"'036670",2017,"fqhc","RESOURCES FOR HUMAN DEVELOPMENT, INC.","PA"
"'036820",2017,"fqhc","LA CLINICA DEL PUEBLO","DC"
"'037020",2017,"fqhc","UNITY HEALTH CARE, INC.","DC"
"'037030",2017,"fqhc","MARY'S CENTER FOR MATERNAL & CHILD CARE INC","DC"
"'037150",2017,"fqhc","VERNON J. HARRIS EAST END CHC","VA"
"'037460",2017,"fqhc","VALLEY HEALTH CARE, INC.","WV"
"'037480",2017,"fqhc","KUUMBA COMM. HLTH & WELLNESS CENTER","VA"
"'037920",2017,"fqhc","RITCHIE COUNTY PRIMARY CARE ASSOC., INC.","WV"
"'038440",2017,"fqhc","WOMENCARE, INC.","WV"
"'038580",2017,"fqhc","HIGHLAND MEDICAL CENTER, INC.","VA"
"'038800",2017,"fqhc","WIRT COUNTY HEALTH SERVICES ASSOCIATION, INC.","WV"
"'039840",2017,"fqhc","WALNUT STREET COMMUNITY HEALTH CENTER, INC.","MD"
"'03E00037",2017,"fqhc","COMMUNITY HEALTH CLINIC, INC.","PA"
"'03E00038",2017,"fqhc","NORTH SIDE CHRISTIAN HEALTH CENTER","PA"
"'03E00049",2017,"fqhc","GREATER PRINCE WILLIAM COMMUNITY HEALTH CENTER","VA"
"'03E00050",2017,"fqhc","LOUDOUN COMMUNITY HEALTH CENTER","VA"
"'03E00052",2017,"fqhc","BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION, INC","WV"
"'03E00060",2017,"fqhc","COMMUNITY CLINIC, INC.","MD"
"'03E00061",2017,"fqhc","HARRISONBURG COMMUNITY HEALTH CENTER, INC.","VA"
"'03E00099",2017,"fqhc","ELAINE ELLIS CENTER OF HEALTH","DC"
"'03E00144",2017,"fqhc","BREAD FOR THE CITY, INC.","DC"
"'03E00227",2017,"fqhc","FAMILY AND MEDICAL COUNSELING SERVICE, INC.","DC"
"'03E00324",2017,"fqhc","MOBILE MEDICAL CARE INC","MD"
"'03E00360",2017,"fqhc","PHILADELPHIA, CITY OF","PA"
"'03E00378",2017,"fqhc","ROCKBRIDGE AREA FREE CLINIC","VA"
"'03E00493",2017,"fqhc","BERKS COMMUNITY HEALTH CENTER","PA"
"'03E00494",2017,"fqhc","COMMUNITY HEALTH AND DENTAL CARE","PA"
"'03E00495",2017,"fqhc","LA COMUNIDAD HISPANA","PA"
"'03E00504",2017,"fqhc","NEIGHBORHOOD HEALTH CENTERS OF THE LEHIGH VALLEY","PA"
"'03E00505",2017,"fqhc","SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.","PA"
"'03E01039",2017,"fqhc","FREE CLINIC OF THE NEW RIVER VALLEY INC","VA"
"'03E01047",2017,"fqhc","PHILADELPHIA FIGHT","PA"
"'03E01049",2017,"fqhc","OWENSVILLE PRIMARY CARE INC","MD"
"'03E01054",2017,"fqhc","WILLIAMSON HEALTH AND WELLNESS CENTER","WV"
"'03E01064",2017,"fqhc","WHITMAN-WALKER CLINIC, INC.","DC"
"'03E01107",2017,"fqhc","PROJECT H.O.M.E.","PA"
"'03E01182",2017,"fqhc","SADLER HEALTH CENTER CORPORATION","PA"
"'03E01218",2017,"fqhc","CITY OF FREDERICK","MD"
"'040130",2017,"fqhc","HEALTH SERVICES, INC.","AL"
"'040210",2017,"fqhc","CENTRAL FLORIDA HEALTH CARE, INC.","FL"
"'040250",2017,"fqhc","PROJECT HEALTH, INC.","FL"
"'040310",2017,"fqhc","BORINQUEN HEALTH CARE CENTER, INC.","FL"
"'040320",2017,"fqhc","COMMUNITY HEALTH OF SOUTH FLORIDA, INC.","FL"
"'040330",2017,"fqhc","JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC","FL"
"'040340",2017,"fqhc","RURAL HEALTH CARE, INC.","FL"
"'040370",2017,"fqhc","FLORIDA COMMUNITY HEALTH CENTER INC","FL"
"'040380",2017,"fqhc","NORTH FLORIDA MEDICAL CENTERS, INC.","FL"
"'040390",2017,"fqhc","MEDLINK GEORGIA, INC.","GA"
"'040400",2017,"fqhc","SOUTHSIDE MEDICAL CENTER, INC.","GA"
"'040410",2017,"fqhc","THE FAMILY HEALTH CENTERS OF GEORGIA, INC.","GA"
"'040490",2017,"fqhc","CURTIS V. COOPER PRIMARY HEALTH CENTER INC.","GA"
"'040570",2017,"fqhc","FAMILY HEALTH CENTER, INC.","MS"
"'040600",2017,"fqhc","MOUNTAIN COMPREHENSIVE HEALTH CORP.","KY"
"'040650",2017,"fqhc","PARK DUVALLE COMMUNITY HEALTH CENTER, INC.","KY"
"'040670",2017,"fqhc","BIG SANDY HEALTH CARE, INC.","KY"
"'040750",2017,"fqhc","CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC.","MS"
"'040760",2017,"fqhc","G. A. CARMICHAEL FAMILY HEALTH CENTER, INC.","MS"
"'040780",2017,"fqhc","DELTA HEALTH CENTER, INC.","MS"
"'040890",2017,"fqhc","PIEDMONT HEALTH SERVICES, INC.","NC"
"'040900",2017,"fqhc","TRI COUNTY COMMUNITY HEALTH COUNCIL, INC","NC"
"'040910",2017,"fqhc","LINCOLN COMMUNITY HEALTH CENTER, INC","NC"
"'040940",2017,"fqhc","BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.","NC"
"'041000",2017,"fqhc","WAKE HEALTH SERVICES, INC. D/B/A ADVANCE COMMUNITY HEALTH","NC"
"'041020",2017,"fqhc","GREENE COUNTY HEALTH CARE INCORPORATED","NC"
"'041110",2017,"fqhc","FETTER HEALTH CARE NETWORK INC.","SC"
"'041180",2017,"fqhc","FAMILY HEALTH CENTER, INC.","SC"
"'041190",2017,"fqhc","BEAUFORT-JASPER COMPREHENSIVE HLTH. SERVICES, INC.","SC"
"'041230",2017,"fqhc","OCOEE REGIONAL HEALTH CORPORATION","TN"
"'041260",2017,"fqhc","ERLANGER MEDICAL CENTER","TN"
"'0412790",2017,"fqhc","RURAL HEALTH SERVICES CONSORTIUM, INC.","TN"
"'0412810",2017,"fqhc","TAMPA FAMILY HEALTH CENTERS, INC.","FL"
"'041290",2017,"fqhc","MORGAN COUNTY HEALTH COUNCIL, INC.","TN"
"'0412940",2017,"fqhc","NORTH BROWARD HOSPITAL DISTRICT","FL"
"'0413090",2017,"fqhc","CHEROKEE HEALTH SYSTEMS","TN"
"'0413190",2017,"fqhc","TREASURE COAST COMMUNITY HEALTH, INC.","FL"
"'041330",2017,"fqhc","COMMUNITY HEALTH OF EAST TENNESSEE","TN"
"'0413490",2017,"fqhc","EAST TENNESSEE STATE UNIVERSITY","TN"
"'0413510",2017,"fqhc","WESTERN NC COMMUNITY HEALTH SERVICES INC","NC"
"'0413580",2017,"fqhc","HEALTH CARE CENTER FOR THE HOMELESS, INC.","FL"
"'041370",2017,"fqhc","PERRY COUNTY MEDICAL CENTER, INC.","TN"
"'041410",2017,"fqhc","MEMPHIS HEALTH CENTER","TN"
"'041420",2017,"fqhc","MATTHEW WALKER HEALTH CENTER","TN"
"'041440",2017,"fqhc","MOUNTAIN PEOPLE'S HEALTH COUNCILS, INC.","TN"
"'0415310",2017,"fqhc","BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC.","FL"
"'0416080",2017,"fqhc","LOW COUNTRY HEALTH CARE SYSTEM, INC.","SC"
"'041660",2017,"fqhc","COMMUNITY HEALTH CENTERS, INC.","FL"
"'041680",2017,"fqhc","FAMILY HEALTH CENTERS OF SW FLORIDA, INC.","FL"
"'041700",2017,"fqhc","COLLIER HEALTH SERVICES","FL"
"'0417140",2017,"fqhc","CHRIST COMMUNITY HEALTH SERVICES, INC.","TN"
"'041720",2017,"fqhc","CENTRAL FLORIDA FAMILY HEALTH CENTER, INC.","FL"
"'041750",2017,"fqhc","SUNCOAST COMMUNITY HEALTH CENTERS, INC.","FL"
"'041780",2017,"fqhc","TENNESSEE STATE DEPARTMENT OF HEALTH","TN"
"'041960",2017,"fqhc","ALABAMA REGIONAL MEDICAL SERVICES","AL"
"'042010",2017,"fqhc","ST. JOSEPH'S MERCY CARE SERVICES","GA"
"'042030",2017,"fqhc","CHATTANOOGA-HAMILTON COUNTY HEALTH DEPARTMENT","TN"
"'042040",2017,"fqhc","PINELLAS COUNTY BOARD OF COUNTY COMMISSIONERS","FL"
"'0420550",2017,"fqhc","EASTERN KENTUCKY UNIVERSITY","KY"
"'0420630",2017,"fqhc","I.M. SULZBACHER CENTER FOR THE HOMELESS","FL"
"'042070",2017,"fqhc","GREATER MERIDIAN HEALTH CLINIC, INC.","MS"
"'0421000",2017,"fqhc","REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER","SC"
"'042110",2017,"fqhc","GEORGIA MOUNTAINS HEALTH SERVICES, INC.","GA"
"'0421240",2017,"fqhc","FAIRVIEW COMMUNITY HEALTH CENTER","KY"
"'042160",2017,"fqhc","DAYSPRING FAMILY HEALTH CENTER, INC.","TN"
"'0421720",2017,"fqhc","TENDERCARE CLINIC, INC.","GA"
"'0423590",2017,"fqhc","SUMTER FAMILY HEALTH CENTER","SC"
"'0423770",2017,"fqhc","NORTHEAST FLORIDA HEALTH SERVICES, INC.","FL"
"'042400",2017,"fqhc","CAMILLUS HEALTH CONCERN, INC.","FL"
"'042430",2017,"fqhc","COASTAL FAMILY HEALTH CENTER, INC.","MS"
"'042440",2017,"fqhc","FAMILY HEALTH CARE CLINIC, INC.","MS"
"'042450",2017,"fqhc","WHATLEY HEALTH SERVICES, INC","AL"
"'042600",2017,"fqhc","COMMUNITY MEDICINE FOUNDATION","SC"
"'042610",2017,"fqhc","NEW HORIZON FAMILY HEALTH SERVICES, INC.","SC"
"'0426190",2017,"fqhc","SARASOTA COUNTY HEALTH DEPARTMENT","FL"
"'042710",2017,"fqhc","TRENTON MEDICAL CENTER, INC. DBA PALMS MEDICAL GROUP","FL"
"'042720",2017,"fqhc","EAST CENTRAL MISSISSIPPI HEALTH CARE, INC","MS"
"'042780",2017,"fqhc","CAROLINA HEALTH CENTERS, INC.","SC"
"'0428200",2017,"fqhc","METROPOLITAN COMMUNITY HEALTH SERVICES, INC.","NC"
"'042850",2017,"fqhc","RURAL HEALTH MEDICAL PROGRAM, INC.","AL"
"'0429000",2017,"fqhc","MERIDIAN EDUCATION RESOURCE GROUP, INC","GA"
"'043060",2017,"fqhc","NORTHEAST MISSISSIPPI HEALTH CARE, INC.","MS"
"'043270",2017,"fqhc","EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.","SC"
"'043340",2017,"fqhc","SOUTHWEST GEORGIA HEALTH CARE, INC.","GA"
"'0438110",2017,"fqhc","SOUTH CAROLINA PRIMARY HEALTH CARE ASSOCIATION","SC"
"'0438180",2017,"fqhc","CITRUS HEALTH NETWORK, INC.","FL"
"'0438230",2017,"fqhc","THE BREVARD HEALTH ALLIANCE, INC.","FL"
"'0438280",2017,"fqhc","JUNIPER HEALTH, INC.","KY"
"'0438590",2017,"fqhc","NEIGHBORHOOD IMPROVEMENT PROJECT, INC.","GA"
"'043920",2017,"fqhc","MANTACHIE RURAL HEALTH CARE, INC.","MS"
"'044030",2017,"fqhc","NC DEPARTMENT OF HEALTH AND HUMAN SERVICES","NC"
"'044090",2017,"fqhc","HEALTHPOINT FAMILY CARE","KY"
"'044110",2017,"fqhc","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","TN"
"'044120",2017,"fqhc","QUALITY OF LIFE HEALTH SERVICES, INC.","AL"
"'044130",2017,"fqhc","MIAMI BEACH COMMUNITY HEALTH CENTER","FL"
"'0441420",2017,"fqhc","KENTUCKY RIVER FOOTHILLS DEVELOPMENT COUNCIL, INC.","KY"
"'044150",2017,"fqhc","ALBANY AREA PRIMARY HEALTH CARE, INC.","GA"
"'044230",2017,"fqhc","ANSON REGIONAL MEDICAL SERVICES","NC"
"'0442450",2017,"fqhc","PANCARE OF FLORIDA, INC. D.B.A. CHC-BAY COUNTY","FL"
"'0442510",2017,"fqhc","CHOTA COMMUNITY HEALTH SERVICES","TN"
"'044310",2017,"fqhc","MANATEE COUNTY RURAL HEALTH SERVICES, INC.","FL"
"'0443690",2017,"fqhc","PRIMARY CARE OF SOUTHWEST GEORGIA, INC","GA"
"'0445230",2017,"fqhc","CABARRUS ROWAN COMMUNITY HEALTH CENTERS, INC","NC"
"'0445250",2017,"fqhc","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION","KY"
"'044700",2017,"fqhc","BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD, INC.","AL"
"'044710",2017,"fqhc","FRANKLIN PRIMARY HEALTH CENTER, INC.","AL"
"'044790",2017,"fqhc","PRIMARY HEALTH CARE CENTER OF DADE, INC","GA"
"'044820",2017,"fqhc","HEALTH HELP, INC.","KY"
"'0448530",2017,"fqhc","CAPSTONE RURAL HEALTH CENTER","AL"
"'0448640",2017,"fqhc","ROANOKE CHOWAN COMMUNITY HEALTH CENTER INC","NC"
"'044920",2017,"fqhc","CASWELL FAMILY MEDICAL CENTER","NC"
"'045050",2017,"fqhc","SANDHILLS MEDICAL FOUNDATION,  INC.","SC"
"'0450640",2017,"fqhc","KENTUCKY MOUNTAIN HEALTH ALLIANCE, INC","KY"
"'0450710",2017,"fqhc","UNIVERSITY COMMUNITY HEALTH SERVICES, INC.","TN"
"'045180",2017,"fqhc","COMMUNITY HEALTH CARE SYSTEMS, INC.","GA"
"'045190",2017,"fqhc","HARDEMAN COUNTY COMMUNITY HEALTH CENTER","TN"
"'045200",2017,"fqhc","FIRST CHOICE COMMUNITY HEALTH CENTERS","NC"
"'0452070",2017,"fqhc","CUMBERLAND FAMILY MEDICAL CENTER","KY"
"'0452110",2017,"fqhc","FIRST CHOICE PRIMARY CARE, INC","GA"
"'0452150",2017,"fqhc","HOPEHEALTH, INC.","SC"
"'045220",2017,"fqhc","RURAL HEALTH SERVICES, INC.","SC"
"'045230",2017,"fqhc","CARESOUTH CAROLINA,  INC.","SC"
"'045240",2017,"fqhc","NEW HANOVER CHC","NC"
"'045260",2017,"fqhc","PALMETTO HEALTH COUNCIL, INC.","GA"
"'0452880",2017,"fqhc","TRIAD HEALTH SYSTEMS, INC.","KY"
"'0452890",2017,"fqhc","ESCAMBIA COMMUNITY CLINICS, INC.","FL"
"'0452910",2017,"fqhc","MEDICAL RESOURCE CENTER FOR RANDOLPH COUNTY, INC","NC"
"'0452920",2017,"fqhc","DIVERSITY HEALTH CENTER, INC","GA"
"'045420",2017,"fqhc","CITIZENS OF LAKE COUNTY FOR HEALTH","TN"
"'045500",2017,"fqhc","PREMIER COMMUNITY HEALTHCARE GROUP, INC.","FL"
"'045630",2017,"fqhc","GASTON FAMILY HEALTH SERVICES, INC.","NC"
"'045710",2017,"fqhc","NORTHEAST ALABAMA HEALTH SERVICES, INC.","AL"
"'045770",2017,"fqhc","SOUTHEAST MISSISSIPPI RURAL HEALTH, INC","MS"
"'045780",2017,"fqhc","AMITE COUNTY MEDICAL SERVICES, INC.","MS"
"'045800",2017,"fqhc","GOSHEN MEDICAL CENTER, INC.","NC"
"'046080",2017,"fqhc","CENTRAL MISSISSIPPI HEALTH SERVICES, INC.","MS"
"'046150",2017,"fqhc","AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC.","MS"
"'046450",2017,"fqhc","CAROLINA FAMILY HEALTH CENTERS, INC.","NC"
"'046560",2017,"fqhc","HARDIN COUNTY REGIONAL HEALTH CENTER","TN"
"'046680",2017,"fqhc","RURAL HEALTH GROUP, INC.","NC"
"'046800",2017,"fqhc","PERSON FAMILY MEDICAL CENTER, INC.","NC"
"'046810",2017,"fqhc","RURAL MEDICAL SERVICES, INC.","TN"
"'046840",2017,"fqhc","FAMILY HEALTH CENTER, INC.","KY"
"'046860",2017,"fqhc","ACCESS FAMILY HEALTH SERVICES, INC.","MS"
"'046900",2017,"fqhc","OAKHURST MEDICAL CENTERS, INC.","GA"
"'046910",2017,"fqhc","STEDMAN-WADE HEALTH SERVICES, INC.","NC"
"'047000",2017,"fqhc","HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.","SC"
"'047060",2017,"fqhc","LITTLE RIVER MEDICAL CENTER, INC.","SC"
"'047080",2017,"fqhc","MOBILE COUNTY HEALTH DEPARTMENT","AL"
"'047430",2017,"fqhc","GEORGIA HIGHLANDS MEDICAL SERVICES, INC.","GA"
"'047770",2017,"fqhc","THE C.W. WILLIAMS COMMUNITY HEALTH CENTER, INC.","NC"
"'047980",2017,"fqhc","DR. ARENIA C. MALLORY COMMUNITY HEALTH CENTER, INC.","MS"
"'047990",2017,"fqhc","SOUTH CENTRAL PRIMARY CARE CENTER","GA"
"'048050",2017,"fqhc","BOND COMMUNITY HEALTH CENTER INC","FL"
"'048070",2017,"fqhc","COMMUNITY HEALTH CENTERS OF WESTERN KENTUCKY","KY"
"'048080",2017,"fqhc","MCKINNEY MEDICAL CENTER, INC.","GA"
"'048120",2017,"fqhc","KINSTON COMMUNITY HEALTH CENTER, INC.","NC"
"'048130",2017,"fqhc","VALLEY HEALTHCARE SYSTEM, INC.","GA"
"'048190",2017,"fqhc","CENTRAL NORTH ALABAMA HEALTH","AL"
"'048270",2017,"fqhc","GEORGIA DEPT. OF COMMUNITY HEALTH","GA"
"'048420",2017,"fqhc","CLAIBORNE COUNTY FAMILY HEALTH CENTER","MS"
"'048430",2017,"fqhc","ST. JAMES-SANTEE FAMILY HEALTH CENTER, INC.","SC"
"'048800",2017,"fqhc","JEFFERSON COMPREHENSIVE HEALTH CENTER, INC.","MS"
"'048870",2017,"fqhc","OUTREACH HEALTH SERVICES, INC.","MS"
"'048950",2017,"fqhc","S.E. ALABAMA RURAL HEALTH ASSOCIATES","AL"
"'048980",2017,"fqhc","LEWIS COUNTY PRIMARY CARE CENTER","KY"
"'049000",2017,"fqhc","ROBESON HEALTH CARE CORPORATION","NC"
"'049010",2017,"fqhc","EAST GEORGIA HEALTHCARE CENTER, INC.","GA"
"'049040",2017,"fqhc","TENNESSEE STATE DEPATMENT OF HEALTH","TN"
"'049070",2017,"fqhc","COMMUNITY HEALTH CENTERS OF PINELLAS, INC.","FL"
"'049100",2017,"fqhc","NORTH MISSISSIPPI PRIMARY HEALTH CARE, INC.","MS"
"'049190",2017,"fqhc","BERTIE COUNTY RURAL HEALTH ASSOCIATION","NC"
"'04E00012",2017,"fqhc","CARE RESOURCE COMMUNITY HEALTH CENTERS, INC.","FL"
"'04E00013",2017,"fqhc","HEART OF FLORIDA HEALTH CENTER, INC","FL"
"'04E00024",2017,"fqhc","WEST CALDWELL HEALTH COUNCIL, INC","NC"
"'04E00055",2017,"fqhc","GRACE COMMUNITY HEALTH CENTER, INC. D/B/A GRACE HEALTH","KY"
"'04E00092",2017,"fqhc","REGIONAL HEALTH CARE AFFILIATES, INC","KY"
"'04E00134",2017,"fqhc","BAKERSVILLE COMMUNITY MEDICAL CLINIC, INC.","NC"
"'04E00154",2017,"fqhc","AFFINITY HEALTH CENTER","SC"
"'04E00191",2017,"fqhc","COMMUNITY HEALTH INTERVENTIONS & SICKLE CELL AGENCY, INCORPORATED","NC"
"'04E00220",2017,"fqhc","EMPOWER U, INCORPORATED","FL"
"'04E00336",2017,"fqhc","NEIGHBORHOOD HEALTH SERVICE INC","FL"
"'04E00341",2017,"fqhc","NORTH GEORGIA HEALTHCARE CENTER, INC.","GA"
"'04E00350",2017,"fqhc","OCRACOKE HEALTH CENTER INC","NC"
"'04E00464",2017,"fqhc","FLORIDA DEPARTMENT OF HEALTH UNION COUNTY HEALTH DEPARTMENT","FL"
"'04E00465",2017,"fqhc","FLORIDA DOH, WALTON COUNTY HEALTH DEPT","FL"
"'04E00471",2017,"fqhc","GENESIS COMMUNITY HEALTH, INC.","FL"
"'04E00473",2017,"fqhc","HOPE FAMILY HEALTH SERVICES","TN"
"'04E00479",2017,"fqhc","BANYAN COMMUNITY HEALTH CENTER, INC.","FL"
"'04E00480",2017,"fqhc","ATHENS NEIGHBORHOOD HEALTH CENTER","GA"
"'04E00489",2017,"fqhc","HIGH COUNTRY COMMUNITY HEALTH","NC"
"'04E00490",2017,"fqhc","SOUTHSIDE UNITED HEALTH CENTER","NC"
"'04E00496",2017,"fqhc","MERCY HEALTH SERVICES, INC.","TN"
"'04E00502",2017,"fqhc","RUTHERFORD COUNTY PRIMARY CARE INC.","TN"
"'04E00503",2017,"fqhc","FOOTHILLS COMMUNITY HEALTH CARE","SC"
"'04E00508",2017,"fqhc","OPPORTUNITIES INDUSTRIALIZATION CENTER, INC.","NC"
"'04E00512",2017,"fqhc","STERLING HEALTH SOLUTIONS, INC","KY"
"'04E00516",2017,"fqhc","CHRIST COMMUNITY HEALTH SERVICES AUGUSTA","GA"
"'04E00517",2017,"fqhc","RURAL HEALTH NETWORK OF MONROE COUNTY FLORIDA, INC.","FL"
"'04E00519",2017,"fqhc","CAHABA MEDICAL CARE FOUNDATION","AL"
"'04E00527",2017,"fqhc","MOUNTAIN COMPREHENSIVE CARE CENTER, INC.","KY"
"'04E00551",2017,"fqhc","HEALTH CARE DISTRICT OF PALM BEACH COUNTY","FL"
"'04E00754",2017,"fqhc","TRIAD ADULT AND PEDIATRIC MEDICINE, INC.","NC"
"'04E01031",2017,"fqhc","J.C. LEWIS PRIMARY HEALTH CARE CENTER, INC.","GA"
"'04E01034",2017,"fqhc","FOUR CORNERS PRIMARY CARE CENTER","GA"
"'04E01055",2017,"fqhc","GOOD SAMARITAN HEALTH CENTER OF COBB, INC.","GA"
"'04E01061",2017,"fqhc","HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC.","GA"
"'04E01063",2017,"fqhc","CARE NET OF LANCASTER","SC"
"'04E01069",2017,"fqhc","FOUNDCARE INC.","FL"
"'04E01070",2017,"fqhc","CENTER FOR PANASIAN COMMUNITY SERVICES INC","GA"
"'04E01082",2017,"fqhc","COASTAL COMMUNITY HEALTH SERVICES, INC.","GA"
"'04E01085",2017,"fqhc","MAURY REGIONAL HOSPITAL","TN"
"'04E01089",2017,"fqhc","CENTER FOR FAMILY AND CHILD ENRICHMENT, INC., THE","FL"
"'04E01090",2017,"fqhc","PENNYROYAL HEALTHCARE SERVICE INC.","KY"
"'04E01095",2017,"fqhc","CHRIST HEALTH CENTER, INC.","AL"
"'04E01116",2017,"fqhc","GATEWAY COMMUNITY HEALTH CENTERS, INC.","NC"
"'04E01125",2017,"fqhc","HEALTHFIRST BLUEGRASS INC.","KY"
"'04E01135",2017,"fqhc","APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.","NC"
"'04E01140",2017,"fqhc","CHARLOTTE COMMUNITY HEALTH CLINIC, INC","NC"
"'04E01146",2017,"fqhc","CRAVEN COUNTY GOVERNMENT","NC"
"'04E01150",2017,"fqhc","GOOD SAMARITAN HEALTH & WELLNESS CENTER, INC.","GA"
"'04E01160",2017,"fqhc","GENESIS HEALTHCARE, INC","SC"
"'04E01161",2017,"fqhc","TRI-STATE COMMUNITY HEALTH CENTER","TN"
"'04E01171",2017,"fqhc","RECOVERY CONSULTANTS OF ATLANTA, INCORPORATED","GA"
"'04E01172",2017,"fqhc","SHAWNEE CHRISTIAN HEALTHCARE CENTER, INC.","KY"
"'04E01177",2017,"fqhc","APPALACHIAN DISTRICT HEALTH DEPARTMENT","NC"
"'04E01224",2017,"fqhc","HEALTH, TENNESSEE DEPT OF","TN"
"'04E01228",2017,"fqhc","AGAPE COMMUNITY HEALTH CENTER, INC.","FL"
"'04E01241",2017,"fqhc","ALETHEIA HOUSE, INC.","AL"
"'04E01242",2017,"fqhc","ROSA CLARK MEDICAL CLINIC INC","SC"
"'04E01243",2017,"fqhc","WILKES COUNTY OF","NC"
"'04E01244",2017,"fqhc","AUDUBON AREA COMMUNITY CARE CLINIC, INC.","KY"
"'04E01256",2017,"fqhc","PRIMARY CARE MEDICAL SERVICES OF POINCIANA, INC.","FL"
"'050030",2017,"fqhc","COMMUNITY HEALTH & EMERGENCY SVCS., INC.","IL"
"'050040",2017,"fqhc","SHAWNEE HEALTH SERVICE AND DEVELOPMENT CORPORATION","IL"
"'050060",2017,"fqhc","COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS","IL"
"'050080",2017,"fqhc","HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MN"
"'050210",2017,"fqhc","BALDWIN FAMILY HEALTH CARE, INC.","MI"
"'050220",2017,"fqhc","INTERCARE COMMUNITY HEALTH NETWORK","MI"
"'050290",2017,"fqhc","MIDMICHIGAN HEALTH SERVICES","MI"
"'050320",2017,"fqhc","COMMUNITY HEALTH SERVICES, INC.","MN"
"'050360",2017,"fqhc","GREAT LAKES BAY HEALTH CENTERS","MI"
"'050390",2017,"fqhc","NORTHWEST MICHIGAN HEALTH SERVICES, INC.","MI"
"'050560",2017,"fqhc","OHIO HILLS HEALTH SERVICES","OH"
"'050580",2017,"fqhc","NORTHEAST OHIO NEIGHBORHOOD HLTH. SVCS.","OH"
"'050640",2017,"fqhc","FAMILY HEALTH SERVICES OF DARKE COUNTY","OH"
"'050840",2017,"fqhc","FAMILY HEALTH CENTER OF MARSHFIELD, INC.","WI"
"'050900",2017,"fqhc","LA CLINICA DE LOS CAMPESINOS, INC. DBA FAMILY HLTH &AMP; DENT CTR","WI"
"'050920",2017,"fqhc","NEIGHBORHOOD HEALTH CARE INCORPORATED","OH"
"'050960",2017,"fqhc","COMMUNITY AND RURAL HEALTH SERVICES","OH"
"'050990",2017,"fqhc","HEALTHSOURCE OF OHIO, INC.","OH"
"'051020",2017,"fqhc","HACKLEY COMMUNITY CARE CENTER, INC.","MI"
"'0510220",2017,"fqhc","PRIMECARE COMMUNITY HEALTH,INC.","IL"
"'0510280",2017,"fqhc","LAKE SUPERIOR COMMUNITY HEALTH CENTER","MN"
"'051030",2017,"fqhc","TCA HEALTH INC.","IL"
"'051050",2017,"fqhc","CHICAGO FAMILY HEALTH CENTER, INC.","IL"
"'0510700",2017,"fqhc","OPEN DOOR HEALTH SERVICES, INC.","IN"
"'0511020",2017,"fqhc","PROGRESSIVE COMMUNITY HEALTH CENTERS, INC.","WI"
"'0512480",2017,"fqhc","CHRISTIAN COMMUNITY HEALTH CENTER","IL"
"'0512780",2017,"fqhc","HEARTLAND INTERNATIONAL HEALTH CENTER","IL"
"'0513810",2017,"fqhc","UNIVERSITY OF MINNESOTA","MN"
