"fips","year","quarter","establishments","wages","date_approx"
"37175",2016,4,7,1183758,"2016-11-15"
"37179",2016,4,46,6190582,"2016-11-15"
"37181",2016,4,14,1474218,"2016-11-15"
"37183",2016,4,482,64787456,"2016-11-15"
"37185",2016,4,2,0,"2016-11-15"
"37187",2016,4,2,0,"2016-11-15"
"37189",2016,4,27,2977578,"2016-11-15"
"37191",2016,4,23,3983679,"2016-11-15"
"37193",2016,4,15,2381556,"2016-11-15"
"37195",2016,4,15,2828755,"2016-11-15"
"37197",2016,4,4,531425,"2016-11-15"
"37199",2016,4,4,167942,"2016-11-15"
"37999",2016,4,16,3828147,"2016-11-15"
"38000",2016,4,275,41485850,"2016-11-15"
"38001",2016,4,1,0,"2016-11-15"
"38003",2016,4,2,0,"2016-11-15"
"38009",2016,4,2,0,"2016-11-15"
"38011",2016,4,2,0,"2016-11-15"
"38015",2016,4,49,10907935,"2016-11-15"
"38017",2016,4,81,12706247,"2016-11-15"
"38021",2016,4,2,0,"2016-11-15"
"38027",2016,4,1,0,"2016-11-15"
"38031",2016,4,2,0,"2016-11-15"
"38035",2016,4,26,4311243,"2016-11-15"
"38037",2016,4,1,0,"2016-11-15"
"38041",2016,4,1,0,"2016-11-15"
"38049",2016,4,1,0,"2016-11-15"
"38051",2016,4,1,0,"2016-11-15"
"38053",2016,4,2,0,"2016-11-15"
"38055",2016,4,1,0,"2016-11-15"
"38057",2016,4,2,0,"2016-11-15"
"38059",2016,4,6,482844,"2016-11-15"
"38061",2016,4,1,0,"2016-11-15"
"38065",2016,4,1,0,"2016-11-15"
"38067",2016,4,2,0,"2016-11-15"
"38069",2016,4,1,0,"2016-11-15"
"38071",2016,4,5,678529,"2016-11-15"
"38073",2016,4,3,316979,"2016-11-15"
"38077",2016,4,5,329700,"2016-11-15"
"38079",2016,4,2,0,"2016-11-15"
"38089",2016,4,11,1249225,"2016-11-15"
"38093",2016,4,10,1015660,"2016-11-15"
"38097",2016,4,2,0,"2016-11-15"
"38099",2016,4,4,618057,"2016-11-15"
"38101",2016,4,28,3483561,"2016-11-15"
"38103",2016,4,2,0,"2016-11-15"
"38105",2016,4,14,1754725,"2016-11-15"
"38999",2016,4,1,0,"2016-11-15"
"39000",2016,4,4029,441351113,"2016-11-15"
"39001",2016,4,4,369812,"2016-11-15"
"39003",2016,4,33,3405759,"2016-11-15"
"39005",2016,4,14,1608320,"2016-11-15"
"39007",2016,4,16,1273379,"2016-11-15"
"39009",2016,4,8,1275870,"2016-11-15"
"39011",2016,4,10,1215567,"2016-11-15"
"39013",2016,4,21,2222325,"2016-11-15"
"39015",2016,4,5,584019,"2016-11-15"
"39017",2016,4,120,15770458,"2016-11-15"
"39019",2016,4,6,719707,"2016-11-15"
"39021",2016,4,5,676217,"2016-11-15"
"39023",2016,4,45,4357027,"2016-11-15"
"39025",2016,4,47,5341800,"2016-11-15"
"39027",2016,4,10,932311,"2016-11-15"
"39029",2016,4,20,1605388,"2016-11-15"
"39031",2016,4,7,563898,"2016-11-15"
"39033",2016,4,13,913150,"2016-11-15"
"39035",2016,4,625,60463143,"2016-11-15"
"39037",2016,4,8,1375877,"2016-11-15"
"39039",2016,4,6,1617450,"2016-11-15"
"39041",2016,4,88,10266104,"2016-11-15"
"39043",2016,4,27,3491270,"2016-11-15"
"39045",2016,4,49,5137969,"2016-11-15"
"39047",2016,4,9,583140,"2016-11-15"
"39049",2016,4,525,62946363,"2016-11-15"
"39051",2016,4,10,842589,"2016-11-15"
"39053",2016,4,7,403329,"2016-11-15"
"39055",2016,4,33,2318563,"2016-11-15"
"39057",2016,4,59,7465589,"2016-11-15"
"39059",2016,4,13,1161566,"2016-11-15"
"39061",2016,4,354,42575762,"2016-11-15"
"39063",2016,4,27,2753567,"2016-11-15"
"39065",2016,4,5,383656,"2016-11-15"
"39067",2016,4,1,0,"2016-11-15"
"39069",2016,4,6,914293,"2016-11-15"
"39071",2016,4,10,1109353,"2016-11-15"
"39073",2016,4,6,897153,"2016-11-15"
"39075",2016,4,4,281019,"2016-11-15"
"39077",2016,4,15,1480388,"2016-11-15"
"39079",2016,4,4,0,"2016-11-15"
"39081",2016,4,21,919461,"2016-11-15"
"39083",2016,4,19,2312792,"2016-11-15"
"39085",2016,4,102,12676912,"2016-11-15"
"39087",2016,4,13,718419,"2016-11-15"
"39089",2016,4,42,5416903,"2016-11-15"
"39091",2016,4,11,693944,"2016-11-15"
"39093",2016,4,99,9321798,"2016-11-15"
"39095",2016,4,156,21494983,"2016-11-15"
"39097",2016,4,10,1830904,"2016-11-15"
"39099",2016,4,99,7151486,"2016-11-15"
"39101",2016,4,23,1954838,"2016-11-15"
"39103",2016,4,57,5986750,"2016-11-15"
"39105",2016,4,2,0,"2016-11-15"
"39107",2016,4,6,1383670,"2016-11-15"
"39109",2016,4,27,2702741,"2016-11-15"
"39111",2016,4,2,0,"2016-11-15"
"39113",2016,4,169,19096697,"2016-11-15"
"39115",2016,4,1,0,"2016-11-15"
"39117",2016,4,3,152459,"2016-11-15"
"39119",2016,4,33,3350874,"2016-11-15"
"39121",2016,4,1,0,"2016-11-15"
"39123",2016,4,10,581878,"2016-11-15"
"39125",2016,4,4,401528,"2016-11-15"
"39127",2016,4,4,0,"2016-11-15"
"39129",2016,4,15,2010122,"2016-11-15"
"39131",2016,4,6,301509,"2016-11-15"
"39133",2016,4,41,4876364,"2016-11-15"
"39135",2016,4,5,513363,"2016-11-15"
"39137",2016,4,6,0,"2016-11-15"
"39139",2016,4,45,4139961,"2016-11-15"
"39141",2016,4,22,2845505,"2016-11-15"
"39143",2016,4,19,1179180,"2016-11-15"
"39145",2016,4,14,0,"2016-11-15"
"39147",2016,4,15,2123166,"2016-11-15"
"39149",2016,4,9,1258692,"2016-11-15"
"39151",2016,4,139,13813773,"2016-11-15"
"39153",2016,4,207,24591828,"2016-11-15"
"39155",2016,4,74,6196984,"2016-11-15"
"39157",2016,4,24,2226125,"2016-11-15"
"39159",2016,4,11,2163358,"2016-11-15"
"39161",2016,4,10,672209,"2016-11-15"
"39165",2016,4,70,7672344,"2016-11-15"
"39167",2016,4,18,1892036,"2016-11-15"
"39169",2016,4,32,3094288,"2016-11-15"
"39171",2016,4,8,1418757,"2016-11-15"
"39173",2016,4,26,4894701,"2016-11-15"
"39175",2016,4,7,207445,"2016-11-15"
"39999",2016,4,17,1133617,"2016-11-15"
"40000",2016,4,1389,127153533,"2016-11-15"
"40001",2016,4,2,0,"2016-11-15"
"40003",2016,4,1,0,"2016-11-15"
"40005",2016,4,3,0,"2016-11-15"
"40007",2016,4,1,0,"2016-11-15"
"40009",2016,4,8,342811,"2016-11-15"
"40011",2016,4,4,118162,"2016-11-15"
"40013",2016,4,13,1006241,"2016-11-15"
"40015",2016,4,2,0,"2016-11-15"
"40017",2016,4,43,4765554,"2016-11-15"
"40019",2016,4,24,2526664,"2016-11-15"
"40021",2016,4,10,964938,"2016-11-15"
"40023",2016,4,2,0,"2016-11-15"
"40027",2016,4,96,9408214,"2016-11-15"
"40029",2016,4,1,0,"2016-11-15"
"40031",2016,4,30,3286212,"2016-11-15"
"40035",2016,4,2,0,"2016-11-15"
"40037",2016,4,12,1205213,"2016-11-15"
"40039",2016,4,13,851356,"2016-11-15"
"40041",2016,4,8,1161775,"2016-11-15"
"40045",2016,4,1,0,"2016-11-15"
"40047",2016,4,27,2025196,"2016-11-15"
"40049",2016,4,6,0,"2016-11-15"
"40051",2016,4,15,1454735,"2016-11-15"
"40055",2016,4,2,0,"2016-11-15"
"40059",2016,4,1,0,"2016-11-15"
"40061",2016,4,1,0,"2016-11-15"
"40063",2016,4,1,0,"2016-11-15"
"40065",2016,4,6,486131,"2016-11-15"
"40067",2016,4,1,0,"2016-11-15"
"40069",2016,4,2,0,"2016-11-15"
"40071",2016,4,15,1166387,"2016-11-15"
"40073",2016,4,5,154208,"2016-11-15"
"40075",2016,4,2,0,"2016-11-15"
"40077",2016,4,1,0,"2016-11-15"
"40079",2016,4,8,477583,"2016-11-15"
"40081",2016,4,4,0,"2016-11-15"
"40083",2016,4,5,956493,"2016-11-15"
"40087",2016,4,10,783611,"2016-11-15"
"40089",2016,4,4,298791,"2016-11-15"
"40091",2016,4,8,499181,"2016-11-15"
"40093",2016,4,1,0,"2016-11-15"
"40095",2016,4,2,0,"2016-11-15"
"40097",2016,4,7,486215,"2016-11-15"
"40099",2016,4,3,0,"2016-11-15"
"40101",2016,4,24,1504732,"2016-11-15"
"40103",2016,4,2,0,"2016-11-15"
"40107",2016,4,1,0,"2016-11-15"
"40109",2016,4,433,37150133,"2016-11-15"
"40111",2016,4,8,555006,"2016-11-15"
"40113",2016,4,6,674454,"2016-11-15"
"40115",2016,4,3,459783,"2016-11-15"
"40117",2016,4,4,209761,"2016-11-15"
"40119",2016,4,28,2829365,"2016-11-15"
"40121",2016,4,16,1193232,"2016-11-15"
"40123",2016,4,12,822035,"2016-11-15"
"40125",2016,4,26,1837713,"2016-11-15"
"40127",2016,4,1,0,"2016-11-15"
"40129",2016,4,1,0,"2016-11-15"
"40131",2016,4,29,2593300,"2016-11-15"
"40133",2016,4,5,128545,"2016-11-15"
"40135",2016,4,10,386054,"2016-11-15"
"40137",2016,4,15,1471298,"2016-11-15"
"40139",2016,4,3,340967,"2016-11-15"
"40141",2016,4,1,0,"2016-11-15"
"40143",2016,4,313,32604974,"2016-11-15"
"40145",2016,4,8,660352,"2016-11-15"
"40147",2016,4,16,2149564,"2016-11-15"
"40149",2016,4,0,0,"2016-11-15"
"40151",2016,4,4,403479,"2016-11-15"
"40153",2016,4,6,664287,"2016-11-15"
"40999",2016,4,1,0,"2016-11-15"
"41000",2016,4,1,0,"2016-11-15"
"41000",2016,4,1876,210969921,"2016-11-15"
"41001",2016,4,5,0,"2016-11-15"
"41003",2016,4,40,4562653,"2016-11-15"
"41005",2016,4,204,21091202,"2016-11-15"
"41007",2016,4,16,1650278,"2016-11-15"
"41009",2016,4,17,1553400,"2016-11-15"
"41011",2016,4,30,2992793,"2016-11-15"
"41013",2016,4,5,633020,"2016-11-15"
"41015",2016,4,9,1082505,"2016-11-15"
"41017",2016,4,93,14109841,"2016-11-15"
"41019",2016,4,40,4964676,"2016-11-15"
"41023",2016,4,5,177681,"2016-11-15"
"41025",2016,4,3,0,"2016-11-15"
"41027",2016,4,15,1717024,"2016-11-15"
"41029",2016,4,100,12000256,"2016-11-15"
"41031",2016,4,5,235515,"2016-11-15"
"41033",2016,4,38,4094538,"2016-11-15"
"41035",2016,4,26,1703376,"2016-11-15"
"41037",2016,4,3,0,"2016-11-15"
"41039",2016,4,164,19956897,"2016-11-15"
"41041",2016,4,20,1451646,"2016-11-15"
"41043",2016,4,44,4437653,"2016-11-15"
"41045",2016,4,14,1011810,"2016-11-15"
"41047",2016,4,136,17480962,"2016-11-15"
"41049",2016,4,2,0,"2016-11-15"
"41051",2016,4,1,0,"2016-11-15"
"41051",2016,4,397,47042506,"2016-11-15"
"41053",2016,4,16,1324087,"2016-11-15"
"41057",2016,4,10,571965,"2016-11-15"
"41059",2016,4,25,2255456,"2016-11-15"
"41061",2016,4,9,945033,"2016-11-15"
"41063",2016,4,3,0,"2016-11-15"
"41065",2016,4,13,757432,"2016-11-15"
"41067",2016,4,324,35872317,"2016-11-15"
"41071",2016,4,39,3106322,"2016-11-15"
"41999",2016,4,6,0,"2016-11-15"
"42000",2016,4,4865,461940888,"2016-11-15"
"42001",2016,4,26,2326600,"2016-11-15"
"42003",2016,4,604,44347148,"2016-11-15"
"42005",2016,4,16,549704,"2016-11-15"
"42007",2016,4,60,3599443,"2016-11-15"
"42009",2016,4,10,675540,"2016-11-15"
"42011",2016,4,131,15833141,"2016-11-15"
"42013",2016,4,45,3039532,"2016-11-15"
"42015",2016,4,13,819684,"2016-11-15"
"42017",2016,4,351,34938682,"2016-11-15"
"42019",2016,4,80,7718474,"2016-11-15"
"42021",2016,4,53,0,"2016-11-15"
"42025",2016,4,16,1360482,"2016-11-15"
"42027",2016,4,61,6575109,"2016-11-15"
"42029",2016,4,243,30527682,"2016-11-15"
"42031",2016,4,13,757755,"2016-11-15"
"42033",2016,4,23,0,"2016-11-15"
"42035",2016,4,11,818627,"2016-11-15"
"42037",2016,4,23,1648212,"2016-11-15"
"42039",2016,4,20,1771135,"2016-11-15"
"42041",2016,4,92,13889021,"2016-11-15"
"42043",2016,4,95,11043927,"2016-11-15"
"42045",2016,4,242,26733465,"2016-11-15"
"42047",2016,4,7,577454,"2016-11-15"
"42049",2016,4,102,8896030,"2016-11-15"
"42051",2016,4,40,3357062,"2016-11-15"
"42055",2016,4,40,4978976,"2016-11-15"
"42057",2016,4,2,0,"2016-11-15"
"42059",2016,4,7,359324,"2016-11-15"
"42061",2016,4,11,600968,"2016-11-15"
"42063",2016,4,24,1352602,"2016-11-15"
"42065",2016,4,11,677057,"2016-11-15"
"42067",2016,4,2,0,"2016-11-15"
"42069",2016,4,108,9240853,"2016-11-15"
"42071",2016,4,173,23086315,"2016-11-15"
"42073",2016,4,28,1721040,"2016-11-15"
"42075",2016,4,35,2641372,"2016-11-15"
"42077",2016,4,163,16499760,"2016-11-15"
"42079",2016,4,111,8569998,"2016-11-15"
"42081",2016,4,31,2971759,"2016-11-15"
"42083",2016,4,8,322106,"2016-11-15"
"42085",2016,4,45,3015035,"2016-11-15"
"42087",2016,4,12,621426,"2016-11-15"
"42089",2016,4,50,3999629,"2016-11-15"
"42091",2016,4,517,50688740,"2016-11-15"
"42093",2016,4,5,288365,"2016-11-15"
"42095",2016,4,121,10358218,"2016-11-15"
"42097",2016,4,22,1453902,"2016-11-15"
"42099",2016,4,8,193677,"2016-11-15"
"42101",2016,4,417,46470670,"2016-11-15"
"42103",2016,4,12,1009866,"2016-11-15"
"42105",2016,4,3,0,"2016-11-15"
"42107",2016,4,40,3055959,"2016-11-15"
"42109",2016,4,13,1152957,"2016-11-15"
"42111",2016,4,21,1162041,"2016-11-15"
"42113",2016,4,1,0,"2016-11-15"
"42115",2016,4,6,131765,"2016-11-15"
"42117",2016,4,13,744095,"2016-11-15"
"42119",2016,4,18,1458920,"2016-11-15"
"42121",2016,4,12,595161,"2016-11-15"
"42123",2016,4,8,1143137,"2016-11-15"
"42125",2016,4,85,5407260,"2016-11-15"
"42127",2016,4,15,1755313,"2016-11-15"
"42129",2016,4,150,9150805,"2016-11-15"
"42131",2016,4,5,237023,"2016-11-15"
"42133",2016,4,123,15077587,"2016-11-15"
"42999",2016,4,12,2079397,"2016-11-15"
"44000",2016,4,370,39827681,"2016-11-15"
"44001",2016,4,12,1483561,"2016-11-15"
"44003",2016,4,71,8406764,"2016-11-15"
"44005",2016,4,37,3586424,"2016-11-15"
"44007",2016,4,202,20207160,"2016-11-15"
"44009",2016,4,43,5946437,"2016-11-15"
"44999",2016,4,5,197335,"2016-11-15"
"45000",2016,4,1,0,"2016-11-15"
"45000",2016,4,1559,179468375,"2016-11-15"
"45001",2016,4,3,237587,"2016-11-15"
"45003",2016,4,42,4308451,"2016-11-15"
"45005",2016,4,1,0,"2016-11-15"
"45007",2016,4,57,5400817,"2016-11-15"
"45009",2016,4,1,0,"2016-11-15"
"45011",2016,4,4,435069,"2016-11-15"
"45013",2016,4,1,0,"2016-11-15"
"45013",2016,4,83,7456718,"2016-11-15"
"45015",2016,4,33,5887620,"2016-11-15"
"45017",2016,4,2,0,"2016-11-15"
"45019",2016,4,202,21246261,"2016-11-15"
"45021",2016,4,9,548227,"2016-11-15"
"45023",2016,4,5,239538,"2016-11-15"
"45025",2016,4,10,0,"2016-11-15"
"45027",2016,4,4,396812,"2016-11-15"
"45029",2016,4,4,233834,"2016-11-15"
"45031",2016,4,8,814012,"2016-11-15"
"45033",2016,4,3,265107,"2016-11-15"
"45035",2016,4,45,4314553,"2016-11-15"
"45037",2016,4,4,284134,"2016-11-15"
"45039",2016,4,2,0,"2016-11-15"
"45041",2016,4,47,6754583,"2016-11-15"
"45043",2016,4,23,2582347,"2016-11-15"
"45045",2016,4,212,26801372,"2016-11-15"
"45047",2016,4,24,2157443,"2016-11-15"
"45049",2016,4,1,0,"2016-11-15"
"45051",2016,4,86,10110194,"2016-11-15"
"45053",2016,4,5,441466,"2016-11-15"
"45055",2016,4,14,1249428,"2016-11-15"
"45057",2016,4,23,1747488,"2016-11-15"
"45059",2016,4,10,935990,"2016-11-15"
"45061",2016,4,1,0,"2016-11-15"
"45063",2016,4,107,12684769,"2016-11-15"
"45065",2016,4,1,0,"2016-11-15"
"45067",2016,4,6,925778,"2016-11-15"
"45069",2016,4,5,343980,"2016-11-15"
"45071",2016,4,10,469612,"2016-11-15"
"45073",2016,4,22,2073128,"2016-11-15"
"45075",2016,4,19,1151198,"2016-11-15"
"45077",2016,4,33,3963071,"2016-11-15"
"45079",2016,4,160,19351011,"2016-11-15"
"45081",2016,4,4,329501,"2016-11-15"
"45083",2016,4,76,14779751,"2016-11-15"
"45085",2016,4,22,4153497,"2016-11-15"
"45087",2016,4,3,85938,"2016-11-15"
"45089",2016,4,6,573335,"2016-11-15"
"45091",2016,4,95,12212739,"2016-11-15"
"45999",2016,4,22,167252,"2016-11-15"
"46000",2016,4,304,42174029,"2016-11-15"
"46005",2016,4,7,768308,"2016-11-15"
"46007",2016,4,1,0,"2016-11-15"
"46009",2016,4,3,156238,"2016-11-15"
"46011",2016,4,8,1126975,"2016-11-15"
"46013",2016,4,19,2080108,"2016-11-15"
"46015",2016,4,1,0,"2016-11-15"
"46019",2016,4,4,456349,"2016-11-15"
"46023",2016,4,2,0,"2016-11-15"
"46025",2016,4,1,0,"2016-11-15"
"46027",2016,4,2,0,"2016-11-15"
"46029",2016,4,18,2168025,"2016-11-15"
"46033",2016,4,2,0,"2016-11-15"
"46035",2016,4,8,1090201,"2016-11-15"
"46037",2016,4,1,0,"2016-11-15"
"46039",2016,4,2,0,"2016-11-15"
"46045",2016,4,1,0,"2016-11-15"
"46047",2016,4,2,0,"2016-11-15"
"46051",2016,4,2,0,"2016-11-15"
"46053",2016,4,1,0,"2016-11-15"
"46055",2016,4,1,0,"2016-11-15"
"46059",2016,4,1,0,"2016-11-15"
"46065",2016,4,13,995421,"2016-11-15"
"46067",2016,4,1,0,"2016-11-15"
"46075",2016,4,1,0,"2016-11-15"
"46079",2016,4,4,314334,"2016-11-15"
"46081",2016,4,10,1508347,"2016-11-15"
"46083",2016,4,30,5356106,"2016-11-15"
"46087",2016,4,2,0,"2016-11-15"
"46091",2016,4,1,0,"2016-11-15"
"46093",2016,4,4,623290,"2016-11-15"
"46097",2016,4,1,0,"2016-11-15"
"46099",2016,4,59,10178310,"2016-11-15"
"46101",2016,4,2,0,"2016-11-15"
"46103",2016,4,60,7810668,"2016-11-15"
"46109",2016,4,1,0,"2016-11-15"
"46115",2016,4,1,0,"2016-11-15"
"46117",2016,4,1,0,"2016-11-15"
"46123",2016,4,3,250918,"2016-11-15"
"46125",2016,4,2,0,"2016-11-15"
"46127",2016,4,9,2473857,"2016-11-15"
"46129",2016,4,1,0,"2016-11-15"
"46135",2016,4,10,1568606,"2016-11-15"
"46999",2016,4,1,0,"2016-11-15"
"47000",2016,4,2132,236081059,"2016-11-15"
"47001",2016,4,40,3982665,"2016-11-15"
"47003",2016,4,9,742946,"2016-11-15"
"47005",2016,4,2,0,"2016-11-15"
"47007",2016,4,1,0,"2016-11-15"
"47009",2016,4,47,11671124,"2016-11-15"
"47011",2016,4,31,4964604,"2016-11-15"
"47013",2016,4,8,467167,"2016-11-15"
"47015",2016,4,2,0,"2016-11-15"
"47017",2016,4,3,58326,"2016-11-15"
"47019",2016,4,13,603501,"2016-11-15"
"47021",2016,4,4,0,"2016-11-15"
"47023",2016,4,2,0,"2016-11-15"
"47025",2016,4,7,0,"2016-11-15"
"47027",2016,4,1,0,"2016-11-15"
"47029",2016,4,3,327269,"2016-11-15"
"47031",2016,4,25,2183560,"2016-11-15"
"47033",2016,4,5,586165,"2016-11-15"
"47035",2016,4,16,1172712,"2016-11-15"
"47037",2016,4,274,38748226,"2016-11-15"
"47039",2016,4,4,442914,"2016-11-15"
"47041",2016,4,4,241934,"2016-11-15"
"47043",2016,4,16,1644804,"2016-11-15"
"47045",2016,4,12,923770,"2016-11-15"
"47047",2016,4,6,739164,"2016-11-15"
"47049",2016,4,2,0,"2016-11-15"
"47051",2016,4,10,520907,"2016-11-15"
"47053",2016,4,11,595216,"2016-11-15"
"47055",2016,4,8,820678,"2016-11-15"
"47057",2016,4,2,0,"2016-11-15"
"47059",2016,4,15,1095830,"2016-11-15"
"47063",2016,4,24,1677044,"2016-11-15"
"47065",2016,4,158,16601240,"2016-11-15"
"47069",2016,4,4,238871,"2016-11-15"
"47071",2016,4,7,387595,"2016-11-15"
"47073",2016,4,7,716733,"2016-11-15"
"47075",2016,4,2,0,"2016-11-15"
"47077",2016,4,5,212558,"2016-11-15"
"47079",2016,4,12,1132138,"2016-11-15"
"47081",2016,4,2,0,"2016-11-15"
"47083",2016,4,1,0,"2016-11-15"
"47085",2016,4,2,0,"2016-11-15"
"47087",2016,4,2,0,"2016-11-15"
"47089",2016,4,12,1178020,"2016-11-15"
"47093",2016,4,177,21885188,"2016-11-15"
"47097",2016,4,3,0,"2016-11-15"
"47099",2016,4,8,516727,"2016-11-15"
"47101",2016,4,4,151976,"2016-11-15"
"47103",2016,4,7,261396,"2016-11-15"
"47105",2016,4,13,1773613,"2016-11-15"
"47107",2016,4,16,908340,"2016-11-15"
"47109",2016,4,7,655863,"2016-11-15"
"47111",2016,4,4,330784,"2016-11-15"
"47113",2016,4,37,6307520,"2016-11-15"
"47115",2016,4,5,400084,"2016-11-15"
"47117",2016,4,4,370222,"2016-11-15"
"47119",2016,4,32,3465301,"2016-11-15"
"47121",2016,4,1,0,"2016-11-15"
"47123",2016,4,9,842331,"2016-11-15"
"47125",2016,4,43,5884298,"2016-11-15"
"47129",2016,4,2,0,"2016-11-15"
"47131",2016,4,10,870342,"2016-11-15"
"47133",2016,4,3,322049,"2016-11-15"
"47135",2016,4,1,0,"2016-11-15"
"47139",2016,4,4,276705,"2016-11-15"
"47141",2016,4,27,4055690,"2016-11-15"
"47143",2016,4,6,402955,"2016-11-15"
"47145",2016,4,11,813668,"2016-11-15"
"47147",2016,4,15,1371240,"2016-11-15"
"47149",2016,4,110,11486024,"2016-11-15"
"47151",2016,4,4,112421,"2016-11-15"
"47153",2016,4,2,0,"2016-11-15"
"47155",2016,4,17,1903405,"2016-11-15"
"47157",2016,4,336,29216325,"2016-11-15"
"47159",2016,4,4,0,"2016-11-15"
"47161",2016,4,1,0,"2016-11-15"
"47163",2016,4,69,9846229,"2016-11-15"
"47165",2016,4,59,5940589,"2016-11-15"
"47167",2016,4,12,588020,"2016-11-15"
"47169",2016,4,2,0,"2016-11-15"
"47171",2016,4,2,0,"2016-11-15"
"47173",2016,4,1,0,"2016-11-15"
"47177",2016,4,10,1699842,"2016-11-15"
"47179",2016,4,48,6740443,"2016-11-15"
"47181",2016,4,1,0,"2016-11-15"
"47183",2016,4,7,0,"2016-11-15"
"47185",2016,4,5,195372,"2016-11-15"
"47187",2016,4,120,13140468,"2016-11-15"
"47189",2016,4,40,3609513,"2016-11-15"
"47999",2016,4,12,1725737,"2016-11-15"
"48000",2016,4,10444,972575008,"2016-11-15"
"48001",2016,4,17,1205854,"2016-11-15"
"48003",2016,4,3,262256,"2016-11-15"
"48005",2016,4,22,1903585,"2016-11-15"
"48007",2016,4,3,315440,"2016-11-15"
"48013",2016,4,9,767132,"2016-11-15"
"48015",2016,4,7,694692,"2016-11-15"
"48017",2016,4,2,0,"2016-11-15"
"48019",2016,4,3,114850,"2016-11-15"
"48021",2016,4,22,1760410,"2016-11-15"
"48023",2016,4,2,0,"2016-11-15"
"48025",2016,4,5,429667,"2016-11-15"
"48027",2016,4,77,9367278,"2016-11-15"
"48029",2016,4,754,78494931,"2016-11-15"
"48031",2016,4,3,119574,"2016-11-15"
"48035",2016,4,5,493733,"2016-11-15"
"48037",2016,4,41,4426019,"2016-11-15"
"48039",2016,4,115,11446559,"2016-11-15"
"48041",2016,4,56,8256291,"2016-11-15"
"48043",2016,4,3,115822,"2016-11-15"
"48047",2016,4,1,0,"2016-11-15"
"48049",2016,4,9,816763,"2016-11-15"
"48051",2016,4,1,0,"2016-11-15"
"48053",2016,4,19,1661190,"2016-11-15"
"48055",2016,4,9,720157,"2016-11-15"
"48057",2016,4,13,1504890,"2016-11-15"
"48061",2016,4,76,10784149,"2016-11-15"
"48063",2016,4,2,0,"2016-11-15"
"48067",2016,4,5,236612,"2016-11-15"
"48071",2016,4,6,425602,"2016-11-15"
"48073",2016,4,6,759161,"2016-11-15"
"48075",2016,4,2,0,"2016-11-15"
"48079",2016,4,2,0,"2016-11-15"
"48083",2016,4,3,87647,"2016-11-15"
"48085",2016,4,600,55743649,"2016-11-15"
"48089",2016,4,6,177136,"2016-11-15"
"48091",2016,4,51,5880069,"2016-11-15"
"48093",2016,4,3,0,"2016-11-15"
"48095",2016,4,1,0,"2016-11-15"
"48097",2016,4,22,1383060,"2016-11-15"
"48099",2016,4,12,1442297,"2016-11-15"
"48101",2016,4,2,0,"2016-11-15"
"48103",2016,4,1,0,"2016-11-15"
"48105",2016,4,0,0,"2016-11-15"
"48111",2016,4,2,0,"2016-11-15"
"48113",2016,4,1545,131577534,"2016-11-15"
"48115",2016,4,2,0,"2016-11-15"
"48117",2016,4,4,248689,"2016-11-15"
"48119",2016,4,1,0,"2016-11-15"
"48121",2016,4,289,25894384,"2016-11-15"
"48123",2016,4,6,367992,"2016-11-15"
"48127",2016,4,3,0,"2016-11-15"
"48133",2016,4,2,0,"2016-11-15"
"48135",2016,4,34,5368057,"2016-11-15"
"48139",2016,4,40,4316637,"2016-11-15"
"48141",2016,4,160,17943245,"2016-11-15"
"48143",2016,4,11,1088104,"2016-11-15"
"48145",2016,4,2,0,"2016-11-15"
"48147",2016,4,3,314224,"2016-11-15"
"48149",2016,4,6,482306,"2016-11-15"
"48153",2016,4,2,0,"2016-11-15"
"48157",2016,4,312,24442925,"2016-11-15"
"48159",2016,4,2,0,"2016-11-15"
"48161",2016,4,2,0,"2016-11-15"
"48163",2016,4,5,117772,"2016-11-15"
"48165",2016,4,1,0,"2016-11-15"
"48167",2016,4,79,7653471,"2016-11-15"
"48169",2016,4,1,0,"2016-11-15"
"48171",2016,4,10,744837,"2016-11-15"
"48175",2016,4,1,0,"2016-11-15"
"48177",2016,4,2,0,"2016-11-15"
"48179",2016,4,6,736213,"2016-11-15"
"48181",2016,4,45,5076710,"2016-11-15"
"48183",2016,4,60,8329524,"2016-11-15"
"48185",2016,4,1,0,"2016-11-15"
"48187",2016,4,36,3592607,"2016-11-15"
"48189",2016,4,5,366036,"2016-11-15"
"48193",2016,4,4,152318,"2016-11-15"
"48195",2016,4,1,0,"2016-11-15"
"48197",2016,4,1,0,"2016-11-15"
"48199",2016,4,7,1323721,"2016-11-15"
"48201",2016,4,2032,167467075,"2016-11-15"
"48203",2016,4,10,523750,"2016-11-15"
"48207",2016,4,4,0,"2016-11-15"
"48209",2016,4,50,5180539,"2016-11-15"
"48213",2016,4,14,1079109,"2016-11-15"
"48215",2016,4,183,14953556,"2016-11-15"
"48217",2016,4,5,592941,"2016-11-15"
"48219",2016,4,5,195159,"2016-11-15"
"48221",2016,4,25,2878623,"2016-11-15"
"48223",2016,4,8,568677,"2016-11-15"
"48225",2016,4,6,331783,"2016-11-15"
"48227",2016,4,7,650323,"2016-11-15"
"48231",2016,4,23,1827713,"2016-11-15"
"48233",2016,4,6,428978,"2016-11-15"
"48239",2016,4,3,273394,"2016-11-15"
"48241",2016,4,10,646326,"2016-11-15"
"48243",2016,4,1,0,"2016-11-15"
"48245",2016,4,103,8969372,"2016-11-15"
