"dataset","NOHSS_topic","indicator_short","indicator_text","indicator_tooltip","geo_name","geo_abr","fips_code","fips_code_1","years","year_min","desired_direction","unit","value","lower_CI","upper_CI","indicator_calculation","base_population","geo_type","measure_value","measure_group","indicator","X6","geo_level","geo_abr_1","service","id"
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2014","2014","higher","percent",14.79439706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2015","2015","higher","percent",14.16370107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2016","2016","higher","percent",14.64594911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2017","2017","higher","percent",13.49974328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2538
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2018","2018","higher","percent",14.50261996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2539
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maine","ME",NA,NA,"2019","2019","higher","percent",14.66852344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2010","2010","higher","percent",8.669348024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2541
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2011","2011","higher","percent",18.82508293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2542
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2012","2012","higher","percent",20.56655919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2013","2013","higher","percent",19.74864216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2014","2014","higher","percent",11.90607565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2545
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2015","2015","higher","percent",11.27962975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2546
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2016","2016","higher","percent",12.2719353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2547
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2017","2017","higher","percent",11.0171185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2548
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2018","2018","higher","percent",11.18951276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2549
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maine","ME",NA,NA,"2019","2019","higher","percent",3.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2010","2010","higher","percent",21.50057722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2551
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2011","2011","higher","percent",20.63455481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2012","2012","higher","percent",20.15902825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2553
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2013","2013","higher","percent",19.45919341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2554
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2014","2014","higher","percent",19.48769532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2555
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2015","2015","higher","percent",18.99619996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2556
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2016","2016","higher","percent",18.73762921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2017","2017","higher","percent",19.75512748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2018","2018","higher","percent",18.34854239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Maryland","MD",NA,NA,"2019","2019","higher","percent",19.78713044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2010","2010","higher","percent",19.84214468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2561
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2011","2011","higher","percent",20.22626307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2012","2012","higher","percent",23.07037289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2563
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2013","2013","higher","percent",22.75558969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2014","2014","higher","percent",23.05192634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2015","2015","higher","percent",22.81056144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2016","2016","higher","percent",23.49147076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2567
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2017","2017","higher","percent",24.36491374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2018","2018","higher","percent",23.40235174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Maryland","MD",NA,NA,"2019","2019","higher","percent",24.98026746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2010","2010","higher","percent",28.02224226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2011","2011","higher","percent",27.10785629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2572
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2012","2012","higher","percent",27.8049094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2013","2013","higher","percent",27.36541883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2014","2014","higher","percent",23.827778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2575
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2015","2015","higher","percent",22.69587584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2016","2016","higher","percent",23.42731161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2017","2017","higher","percent",21.68285821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2018","2018","higher","percent",21.50014664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2579
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Massachusetts","MA",NA,NA,"2019","2019","higher","percent",20.28290103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2010","2010","higher","percent",29.16867904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2011","2011","higher","percent",19.1916558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2582
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2012","2012","higher","percent",20.4415873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2583
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2013","2013","higher","percent",20.80249474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2014","2014","higher","percent",20.63624825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2015","2015","higher","percent",20.01852703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2016","2016","higher","percent",21.76197296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2587
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2017","2017","higher","percent",20.20815265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2018","2018","higher","percent",19.84479083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Massachusetts","MA",NA,NA,"2019","2019","higher","percent",18.55135429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2010","2010","higher","percent",11.71401966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2591
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2011","2011","higher","percent",11.48387317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2012","2012","higher","percent",12.01293603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2013","2013","higher","percent",12.63547251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2014","2014","higher","percent",13.07705694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2015","2015","higher","percent",13.65216071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2016","2016","higher","percent",16.53757985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2017","2017","higher","percent",14.03234399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2598
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2018","2018","higher","percent",13.14283225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Michigan","MI",NA,NA,"2019","2019","higher","percent",12.31487815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2010","2010","higher","percent",6.723660061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2601
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2011","2011","higher","percent",6.562763854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2012","2012","higher","percent",6.959245114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2013","2013","higher","percent",6.907683088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2604
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2014","2014","higher","percent",9.021385957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2605
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2015","2015","higher","percent",9.244708236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2606
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2016","2016","higher","percent",10.90895611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2017","2017","higher","percent",9.827511395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2608
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2018","2018","higher","percent",8.553277188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2609
"CMS-416","health outcome","sealants placed on 10-14 year olds","percent of Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 10-14 had sealants placed during the year","Michigan","MI",NA,NA,"2019","2019","higher","percent",7.994917886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2610
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2010","2010","higher","percent",16.7381317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2011","2011","higher","percent",15.07470799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2612
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2012","2012","higher","percent",11.14821695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2613
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2013","2013","higher","percent",14.44369217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2014","2014","higher","percent",14.58737301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615
"CMS-416","health outcome","sealants placed on 6-9 year olds","percent of Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Medicaid or CHIP-enrolled children ages 6-9 had sealants placed during the year","Minnesota","MN",NA,NA,"2015","2015","higher","percent",14.4561104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616
