provider_specialty_id,provider_id,specialty
1804,1780772939,General Dentistry
1805,1942393889,General Dentistry
1806,1386881316,General Dentistry
1807,1396978458,General Dentistry
1808,1912018029,General Dentistry
1809,1457365611,General Dentistry
1810,1912092164,General Dentistry
1811,1639251713,General Dentistry
1812,1174658546,General Dentistry
1813,1164695862,Orthodontics and Dentofacial Orthopedics
1814,1841475480,General Dentistry
1815,1407955388,General Dentistry
1816,1760425060,General Dentistry
1817,1538242284,General Dentistry
1818,1134301559,Orthodontics and Dentofacial Orthopedics
1819,1619981248,General Dentistry
1820,1548469935,Pediatric Dentistry
1821,1083716799,General Dentistry
1822,1952562217,Endodontics
1823,1609100593,General Dentistry
1824,1912223728,General Dentistry
1825,1033416730,General Dentistry
1826,1073833588,General Dentistry
1827,1922395383,General Dentistry
1828,1932294709,General Dentistry
1829,1043308414,General Dentistry
1830,1487941449,General Dentistry
1831,1649491739,General Dentistry
1832,1770878258,General Dentistry
1833,1952403917,General Dentistry
1834,1245543461,General Dentistry
1835,1386771640,General Dentistry
1836,1790914174,General Dentistry
1837,1942374582,General Dentistry
1838,1417235870,General Dentistry
1839,1144482787,General Dentistry
1840,1063709178,General Dentistry
1841,1063675924,General Dentistry
1842,1174602692,General Dentistry
1843,1124257910,General Dentistry
1844,1851520118,General Dentistry
1845,1578601183,General Dentistry
1846,1538305719,General Dentistry
1847,1194093658,General Dentistry
1848,1912117979,General Dentistry
1849,1174562011,General Dentistry
1850,1821379140,General Dentistry
1851,1184935793,General Dentistry
1852,1508828732,General Dentistry
1853,1285946954,General Dentistry
1854,1467788497,General Dentistry
1855,1588893622,General Dentistry
1856,1902071566,General Dentistry
1857,1265584064,General Dentistry
1858,1619167525,General Dentistry
1859,1558445999,General Dentistry
1860,1124241294,General Dentistry
1861,1992856728,General Dentistry
1862,1316080856,General Dentistry
1863,1891088548,General Dentistry
1864,1558624973,General Dentistry
1865,1760795488,General Dentistry
1866,1164737391,General Dentistry
1867,1558312801,General Dentistry
1868,1649534504,General Dentistry
1869,1089527,General Dentistry
1870,1891015343,General Dentistry
1871,1659635712,General Dentistry
1872,1184936031,General Dentistry
1873,1235142506,Endodontics
1874,1487965158,General Dentistry
1875,1033464938,General Dentistry
1876,1089528,Orthodontics and Dentofacial Orthopedics
1877,1700185824,General Dentistry
1878,1912261520,Orthodontics and Dentofacial Orthopedics
1879,1689697773,Oral and Maxillofacial Surgery
1880,1083794549,General Dentistry
1881,1316202120,General Dentistry
1882,1114078078,General Dentistry
1883,1881906477,General Dentistry
1884,1477840056,General Dentistry
1885,1649436189,Pediatric Dentistry
1886,1992843502,General Dentistry
1887,1669523627,General Dentistry
1888,1467765321,General Dentistry
1889,1235492190,General Dentistry
1890,1578677233,Oral and Maxillofacial Surgery
1891,1619082260,Oral and Maxillofacial Surgery
1892,1932210531,Endodontics
1893,1326163809,Endodontics
1894,1073631354,General Dentistry
1895,1023199213,General Dentistry
1896,1194890020,General Dentistry
1897,1619004835,General Dentistry
1898,1548316904,General Dentistry
1899,1083788384,General Dentistry
1900,1871689083,General Dentistry
1901,1811084874,General Dentistry
1902,1093880924,General Dentistry
1903,1689710071,General Dentistry
1904,1407066152,General Dentistry
1905,1285841049,Orthodontics and Dentofacial Orthopedics
1906,1235212390,General Dentistry
1907,1710098314,General Dentistry
1908,1649492521,General Dentistry
1909,1780729350,General Dentistry
1910,1164555967,Pediatric Dentistry
1911,1639111644,General Dentistry
1912,1609020593,General Dentistry
1913,1861430746,Endodontics
1914,1760509020,General Dentistry
1915,1073672242,General Dentistry
1916,1760425136,General Dentistry
1917,1831282565,General Dentistry
1918,1114088515,Oral and Maxillofacial Surgery
1919,1871516260,Endodontics
1920,1528154176,Pediatric Dentistry
1921,1891888079,General Dentistry
1922,1720192867,Endodontics
1923,1013027523,Pediatric Dentistry
1924,1255429015,General Dentistry
1925,1407066756,General Dentistry
1926,1104907880,General Dentistry
1927,1376662155,General Dentistry
1928,1497945570,Endodontics
1929,1598884793,General Dentistry
1930,1609090042,General Dentistry
1931,1851491765,Oral and Maxillofacial Surgery
1932,1467436485,Oral and Maxillofacial Surgery
1933,1013073378,Orthodontics and Dentofacial Orthopedics
1934,1063561314,General Dentistry
1935,1447369624,General Dentistry
1936,1316028244,Orthodontics and Dentofacial Orthopedics
1937,1033229166,General Dentistry
1938,1376585216,General Dentistry
1939,1346315025,General Dentistry
1940,1396836904,General Dentistry
1941,1790883155,General Dentistry
1942,1780604033,General Dentistry
1943,1215062211,Oral and Maxillofacial Surgery
1944,1376552158,Endodontics
1945,1285743872,Pediatric Dentistry
1946,1407936156,Pediatric Dentistry
1947,1710005343,General Dentistry
1948,1477652204,Orthodontics and Dentofacial Orthopedics
1949,1770592560,Endodontics
1950,1972615433,Orthodontics and Dentofacial Orthopedics
1951,1710195466,General Dentistry
1952,1003910399,General Dentistry
1953,1013005750,Pediatric Dentistry
1954,1417166877,Endodontics
1955,1205069200,General Dentistry
1956,1720257603,Orthodontics and Dentofacial Orthopedics
1957,1144399668,Orthodontics and Dentofacial Orthopedics
1958,1598869166,General Dentistry
1959,1114140902,General Dentistry
1960,1225125537,General Dentistry
1961,1487747945,General Dentistry
1962,1932259660,General Dentistry
1963,1073716858,General Dentistry
1964,1487724589,Pediatric Dentistry
1965,1538183157,General Dentistry
1966,1467506352,General Dentistry
1967,1407064868,General Dentistry
1968,1922103944,General Dentistry
1969,1881707057,General Dentistry
1970,1487658373,Orthodontics and Dentofacial Orthopedics
1971,1720180813,General Dentistry
1972,1306026141,General Dentistry
1973,1578626008,General Dentistry
1974,1780704270,General Dentistry
1975,1649353103,General Dentistry
1976,1003900523,General Dentistry
1977,1154410769,General Dentistry
1978,1356438857,General Dentistry
1979,1861492639,General Dentistry
1980,1912094921,Orthodontics and Dentofacial Orthopedics
1981,1205901766,General Dentistry
1982,1962535112,General Dentistry
1983,1972525483,General Dentistry
1984,1881782670,General Dentistry
1985,1104928001,General Dentistry
1986,1588796171,General Dentistry
1987,1699845636,General Dentistry
1988,1902995095,General Dentistry
1989,1089546,Oral and Maxillofacial Surgery
1990,1184712218,General Dentistry
1991,1881868677,Orthodontics and Dentofacial Orthopedics
1992,1487724977,General Dentistry
1993,1154535961,General Dentistry
1994,1770586760,General Dentistry
1995,1396833414,General Dentistry
1996,1962507368,General Dentistry
1997,1780799627,General Dentistry
1998,1871690396,Orthodontics and Dentofacial Orthopedics
1999,1770707291,General Dentistry
2000,1245264266,General Dentistry
2001,1104014430,General Dentistry
2002,1689726077,General Dentistry
2003,1487728192,General Dentistry
2004,1710053376,General Dentistry
2005,1477567584,Endodontics
2006,1053349472,General Dentistry
2007,1689752743,General Dentistry
2008,1972692242,General Dentistry
2009,1710996590,General Dentistry
2010,1568544922,General Dentistry
2011,1669560884,General Dentistry
2012,1497882641,General Dentistry
2013,1205985280,General Dentistry
2014,1679608285,General Dentistry
2015,1922024215,General Dentistry
2016,1386735652,General Dentistry
2017,1093807141,General Dentistry
2018,1851475149,General Dentistry
2019,1619407657,Orthodontics and Dentofacial Orthopedics
2020,1689620155,Oral and Maxillofacial Surgery
2021,1164535811,General Dentistry
2022,1316033731,General Dentistry
2023,1700822020,Oral and Maxillofacial Surgery
2024,1184068967,General Dentistry
2025,1861586893,General Dentistry
2026,1396963732,General Dentistry
2027,1043306806,General Dentistry
2028,1831276484,Orthodontics and Dentofacial Orthopedics
2029,1992808265,General Dentistry
2030,1972684504,General Dentistry
2031,1285716654,General Dentistry
2032,1447670567,General Dentistry
2033,1285858431,Orthodontics and Dentofacial Orthopedics
2034,1851437396,General Dentistry
2035,1396831384,Endodontics
2036,1689783516,General Dentistry
2037,1023283959,General Dentistry
2038,1093876468,General Dentistry
2039,1700905502,General Dentistry
2040,1972641090,General Dentistry
2041,1013911767,General Dentistry
2042,1023275591,Orthodontics and Dentofacial Orthopedics
2043,1548535578,General Dentistry
2044,1669506036,General Dentistry
2045,1063553816,General Dentistry
2046,1497833552,General Dentistry
2047,1255381273,General Dentistry
2048,1528282332,General Dentistry
2049,1861548521,General Dentistry
2050,1407802457,General Dentistry
2051,1477679108,General Dentistry
2052,1578689212,General Dentistry
2053,1750426300,General Dentistry
2054,1609961135,General Dentistry
2055,1215032073,General Dentistry
2056,1184648917,General Dentistry
2057,1710177027,Orthodontics and Dentofacial Orthopedics
2058,1619042405,General Dentistry
2059,1174524870,General Dentistry
2060,1578649026,General Dentistry
2061,1124536917,Orthodontics and Dentofacial Orthopedics
2062,1578750055,Orthodontics and Dentofacial Orthopedics
2063,1750487971,General Dentistry
2064,1265659601,Orthodontics and Dentofacial Orthopedics
2065,1710972146,General Dentistry
2066,1760583132,General Dentistry
2067,1801977012,General Dentistry
2068,1932306891,General Dentistry
2069,1881851996,General Dentistry
2070,1003809591,General Dentistry
2071,1710017892,General Dentistry
2072,1861691925,General Dentistry
2073,1336269414,General Dentistry
2074,1982716403,General Dentistry
2075,1194870121,General Dentistry
2076,1053574434,Endodontics
2077,1245439892,Orthodontics and Dentofacial Orthopedics
2078,1417961095,General Dentistry
2079,1336271550,Pediatric Dentistry
2080,1558408583,General Dentistry
2081,1912196817,Orthodontics and Dentofacial Orthopedics
2082,1245349471,General Dentistry
2083,1851477202,Orthodontics and Dentofacial Orthopedics
2084,1609985365,Endodontics
2085,1619063716,General Dentistry
2086,1089535,Oral and Maxillofacial Surgery
2087,1295710838,General Dentistry
2088,1467475319,General Dentistry
2089,1396958187,General Dentistry
2090,1104934223,General Dentistry
2091,1912008673,General Dentistry
2092,1689613788,General Dentistry
2093,1639255128,General Dentistry
2094,1922031152,General Dentistry
2095,1447348354,General Dentistry
2096,1508020421,General Dentistry
2097,1821275975,General Dentistry
2098,1518153816,General Dentistry
2099,1194858464,General Dentistry
2100,1912068263,General Dentistry
2101,1538257142,General Dentistry
2102,1730218645,General Dentistry
2103,1336260702,General Dentistry
2104,1619059185,General Dentistry
2105,1841313897,General Dentistry
2106,1205914595,General Dentistry
2107,1154423903,General Dentistry
2108,1366451932,General Dentistry
2109,1306969514,Orthodontics and Dentofacial Orthopedics
2110,1295745008,General Dentistry
2111,1831212653,General Dentistry
2112,1285703116,General Dentistry
2113,1447479720,General Dentistry
2114,1396818761,General Dentistry
2115,1730250978,General Dentistry
2116,1538401385,General Dentistry
2117,1568572659,General Dentistry
2118,1942342357,General Dentistry
2119,1043393515,General Dentistry
2120,1089529,General Dentistry
2121,1912087859,General Dentistry
2122,1508892928,General Dentistry
2123,1861592081,General Dentistry
2124,1952481939,General Dentistry
2125,1962623470,General Dentistry
2126,1275740714,General Dentistry
2127,1255543161,Oral and Maxillofacial Surgery
2128,1356430359,General Dentistry
2129,1497954986,General Dentistry
2130,1497876023,General Dentistry
2131,1528197969,General Dentistry
2132,1962680181,General Dentistry
2133,1154426534,General Dentistry
2134,1003800046,General Dentistry
2135,1285733352,General Dentistry
2136,1225150782,Pediatric Dentistry
2137,1518059740,General Dentistry
2138,1336206630,General Dentistry
2139,1164400669,Oral and Maxillofacial Surgery
2140,1639388085,General Dentistry
2141,1912060831,General Dentistry
2142,1346372794,General Dentistry
2143,1089556,Oral and Maxillofacial Surgery
2144,1235245192,General Dentistry
2145,1649361320,General Dentistry
2146,1578638870,Endodontics
2147,1992828610,General Dentistry
2148,1912056102,General Dentistry
2149,1720292147,General Dentistry
2150,1821188954,General Dentistry
2151,1518097492,General Dentistry
2152,1245230150,General Dentistry
2153,1093803967,General Dentistry
2154,1609947050,General Dentistry
2155,1811078801,General Dentistry
2156,1215190624,General Dentistry
2157,1235341306,General Dentistry
2158,1528139904,Orthodontics and Dentofacial Orthopedics
2159,1891804001,Endodontics
2160,1730281692,Pediatric Dentistry
2161,1306021969,Endodontics
2162,1083808489,General Dentistry
2163,1477572741,Pediatric Dentistry
2164,1174609051,General Dentistry
2165,1740404466,General Dentistry
2166,1902816176,General Dentistry
2167,1114972130,General Dentistry
2168,1528470309,General Dentistry
2169,1265655377,General Dentistry
2170,1063874931,General Dentistry
2171,1023032315,General Dentistry
2172,1376602318,Orthodontics and Dentofacial Orthopedics
2173,1245249275,General Dentistry
2174,1972867885,General Dentistry
2175,1013143031,General Dentistry
2176,1073818613,General Dentistry
2177,1003248899,General Dentistry
2178,1598147449,General Dentistry
2179,1811163033,General Dentistry
2180,1487802286,General Dentistry
2181,1700291408,General Dentistry
2182,1089545,Pediatric Dentistry
2183,1184736605,General Dentistry
2184,1245639780,General Dentistry
2185,1801923495,General Dentistry
2186,1508271495,General Dentistry
2187,1538549241,Orthodontics and Dentofacial Orthopedics
2188,1679661375,General Dentistry
2189,1265594790,General Dentistry
2190,1285717934,General Dentistry
2191,1780098673,General Dentistry
2192,1326499724,General Dentistry
2193,1053720086,General Dentistry
2194,1437590486,General Dentistry
2195,1538249040,General Dentistry
2196,1417306358,General Dentistry
2197,1089565,Oral and Maxillofacial Surgery
2198,1770999369,General Dentistry
2199,1871978296,General Dentistry
2200,1538560859,General Dentistry
2201,1376689497,General Dentistry
2202,1225481989,General Dentistry
2203,1528473154,General Dentistry
2204,1346370004,General Dentistry
2205,1578595666,General Dentistry
2206,1447310883,Pediatric Dentistry
2207,1861495400,General Dentistry
2208,1942653308,General Dentistry
2209,1427303593,General Dentistry
2210,1124316112,General Dentistry
2211,1265520134,General Dentistry
2212,1316373830,General Dentistry
2213,1861586513,General Dentistry
2214,1811089030,General Dentistry
2215,1104961648,General Dentistry
2216,1477849115,General Dentistry
2217,1790106177,General Dentistry
2218,1679988554,General Dentistry
2219,1619063831,General Dentistry
2220,1952594582,General Dentistry
2221,1982862777,General Dentistry
2222,1780970228,General Dentistry
2223,1366799009,General Dentistry
2224,1790895811,General Dentistry
2225,1780890467,General Dentistry
2226,1467652446,General Dentistry
2227,1558435693,General Dentistry
2228,1114081932,General Dentistry
2229,1598010555,General Dentistry
2230,1215055843,General Dentistry
2231,1215165154,General Dentistry
2232,1508976390,General Dentistry
2233,1225318686,Orthodontics and Dentofacial Orthopedics
2234,1831308204,General Dentistry
2235,1962624577,General Dentistry
2236,1669811477,General Dentistry
2237,1780727057,General Dentistry
2238,1316167448,General Dentistry
2239,1649417965,General Dentistry
2240,1669729430,General Dentistry
2241,1720193261,General Dentistry
2242,1285016527,Pediatric Dentistry
2243,1801133574,Orthodontics and Dentofacial Orthopedics
2244,1306230016,General Dentistry
2245,1089537,Oral and Maxillofacial Surgery
2246,1578855078,Oral and Maxillofacial Surgery
2247,1245519545,General Dentistry
2248,1609900331,General Dentistry
2249,1089551,General Dentistry
2250,1184066425,General Dentistry
2251,1679674311,General Dentistry
2252,1811126915,General Dentistry
2253,1891224531,General Dentistry
2254,1508929688,General Dentistry
2255,1275940215,General Dentistry
2256,1669541595,General Dentistry
2257,1538699525,General Dentistry
2258,1528593282,General Dentistry
2259,1386173433,General Dentistry
2260,1881752996,General Dentistry
2261,1548217649,General Dentistry
2262,1194989830,General Dentistry
2263,1346387644,General Dentistry
2264,1073625687,General Dentistry
2265,1669826616,General Dentistry
2266,1568984748,General Dentistry
2267,1437457884,Oral and Maxillofacial Surgery
2268,1992233845,General Dentistry
2269,1669992459,General Dentistry
2270,1144541095,Pediatric Dentistry
2271,1089553,General Dentistry
2272,1871703835,Pediatric Dentistry
2273,1265564363,General Dentistry
2274,1679922512,General Dentistry
2275,1023204039,General Dentistry
2276,1063874931,Orthodontics and Dentofacial Orthopedics
2277,1811243140,General Dentistry
2278,1801952916,General Dentistry
2279,1558659698,Oral and Maxillofacial Surgery
2280,1144414004,Oral and Maxillofacial Surgery
2281,1255694063,General Dentistry
2282,1104138312,General Dentistry
2283,1417401175,General Dentistry
2284,1346766979,General Dentistry
2285,1089552,General Dentistry
2286,1609950930,General Dentistry
2287,1275740235,General Dentistry
2288,1457910564,General Dentistry
2289,1083065668,General Dentistry
2290,1700318060,General Dentistry
2291,1740849983,General Dentistry
2292,1089558,General Dentistry
2293,1043879406,General Dentistry
2294,1568022887,General Dentistry
2295,1093367450,General Dentistry
2296,1811397714,General Dentistry
2297,1326609439,General Dentistry
2298,1089520,Oral and Maxillofacial Surgery
2299,1861052813,General Dentistry
2300,1447631163,General Dentistry
2301,1689029761,General Dentistry
2302,1114309705,General Dentistry
2303,1861051260,General Dentistry
2304,1376195636,General Dentistry
2305,1316966237,General Dentistry
2306,1447811666,General Dentistry
2307,1477114007,General Dentistry
2308,1477107217,General Dentistry
2309,1356359772,General Dentistry
2310,1740835529,General Dentistry
2311,1089542,General Dentistry
2312,1609359637,General Dentistry
2313,1089532,General Dentistry
2314,1629531751,General Dentistry
2315,1679664023,General Dentistry
2316,1285295782,General Dentistry
2317,1740639095,General Dentistry
2318,1205480423,General Dentistry
2319,1013030766,General Dentistry
2320,1578097044,General Dentistry
2321,1417515487,General Dentistry
2322,1851747182,Pediatric Dentistry
2323,1089547,General Dentistry
2324,1089516,General Dentistry
2325,1992163620,Orthodontics and Dentofacial Orthopedics
2326,1811485352,General Dentistry
2327,1598850794,General Dentistry
2328,1992202634,General Dentistry
2329,1841531027,Orthodontics and Dentofacial Orthopedics
2330,1255985289,General Dentistry
2331,1649811746,General Dentistry
2332,1275194920,General Dentistry
2333,1669958674,General Dentistry
2334,1265663157,General Dentistry
2335,1669826608,General Dentistry
2336,1811059124,Pediatric Dentistry
2337,1134771975,General Dentistry
2338,1538486204,General Dentistry
2339,1881907988,Oral and Maxillofacial Surgery
2340,1992186373,General Dentistry
2341,1952960775,General Dentistry
2342,1427072628,General Dentistry
2343,1174742910,General Dentistry
2344,1952653362,General Dentistry
2345,1982790556,General Dentistry
2346,1386862100,General Dentistry
2347,1013136811,General Dentistry
2348,1497248918,General Dentistry
2349,1089530,General Dentistry
2350,1089522,General Dentistry
2351,1225045289,General Dentistry
2352,1952490633,General Dentistry
2353,1881799484,General Dentistry
2354,1295801017,General Dentistry
2355,1922133925,Oral and Maxillofacial Surgery
2356,1912910514,General Dentistry
2357,1083705594,General Dentistry
2358,1154419026,General Dentistry
2359,1053479741,General Dentistry
2360,1366456444,General Dentistry
2361,1447337498,General Dentistry
2362,1669615498,Orthodontics and Dentofacial Orthopedics
2363,1467524058,General Dentistry
2364,1669426607,General Dentistry
2365,1912121989,General Dentistry
2366,1619989563,General Dentistry
2367,1629017744,General Dentistry
2368,1215024872,General Dentistry
2369,1295833705,General Dentistry
2370,1089610,General Dentistry
2371,1154328441,General Dentistry
2372,1154338960,General Dentistry
2373,1154481109,General Dentistry
2374,1154580066,General Dentistry
2375,1154684165,General Dentistry
2376,1154761393,General Dentistry
2377,1154815058,General Dentistry
2378,1154973303,General Dentistry
2379,1154982338,General Dentistry
2380,1154989960,General Dentistry
2381,1164432340,General Dentistry
2382,1164516662,Oral and Maxillofacial Surgery
2383,1164643011,General Dentistry
2384,1089587,General Dentistry
2385,1174638498,General Dentistry
2386,1174665111,General Dentistry
2387,1174698823,General Dentistry
2388,1089592,Oral and Maxillofacial Surgery
2389,1174907323,General Dentistry
2390,1184039174,General Dentistry
2391,1184116402,General Dentistry
2392,1184632762,General Dentistry
2393,1184662140,General Dentistry
2394,1184680324,Oral and Maxillofacial Surgery
2395,1184700494,General Dentistry
2396,1184713133,General Dentistry
2397,1184730285,General Dentistry
2398,1184732638,General Dentistry
2399,1089610,Orthodontics and Dentofacial Orthopedics
2400,1089610,Oral and Maxillofacial Surgery
2401,1194745745,General Dentistry
2402,1194770362,General Dentistry
2403,1194809517,General Dentistry
2404,1194814897,General Dentistry
2405,1194839340,General Dentistry
2406,1194949198,General Dentistry
2407,1205313889,General Dentistry
2408,1205357043,General Dentistry
2409,1205830130,General Dentistry
2410,1215035076,General Dentistry
2411,1215043328,General Dentistry
2412,1215140777,General Dentistry
2413,1215310289,General Dentistry
2414,1215362637,General Dentistry
2415,1215422019,General Dentistry
2416,1215463187,General Dentistry
2417,1215964580,General Dentistry
2418,1215995683,General Dentistry
2419,1225136823,General Dentistry
2420,1225137318,General Dentistry
2421,1225180169,General Dentistry
2422,1225211196,General Dentistry
2423,1225221567,General Dentistry
2424,1225489842,General Dentistry
2425,1225568264,General Dentistry
2426,1225568363,General Dentistry
2427,1225581606,General Dentistry
2428,1235146382,General Dentistry
2429,1235188012,General Dentistry
2430,1235205568,General Dentistry
2431,1235242421,General Dentistry
2432,1235249640,General Dentistry
2433,1089575,Oral and Maxillofacial Surgery
2434,1235335761,General Dentistry
2435,1245329531,General Dentistry
2436,1245392653,General Dentistry
2437,1089580,Oral and Maxillofacial Surgery
2438,1245426659,General Dentistry
2439,1089586,General Dentistry
2440,1245474402,General Dentistry
2441,1245725035,General Dentistry
2442,1255317756,General Dentistry
2443,1255414884,General Dentistry
2444,1255497715,General Dentistry
2445,1255662680,General Dentistry
2446,1255973483,General Dentistry
2447,1255991832,General Dentistry
2448,1265448484,General Dentistry
2449,1265569750,General Dentistry
2450,1265583066,General Dentistry
2451,1265599864,Oral and Maxillofacial Surgery
2452,1089569,Orthodontics and Dentofacial Orthopedics
2453,1265694590,Oral and Maxillofacial Surgery
2454,1265729644,General Dentistry
2455,1265729735,General Dentistry
2456,1265808349,General Dentistry
2457,1265812911,General Dentistry
2458,1265954432,Orthodontics and Dentofacial Orthopedics
2459,1275055220,Orthodontics and Dentofacial Orthopedics
2460,1275559577,General Dentistry
2461,1275622755,General Dentistry
2462,1275636417,General Dentistry
2463,1275695207,General Dentistry
2464,1275793390,General Dentistry
2465,1285049288,Orthodontics and Dentofacial Orthopedics
2466,1285073635,General Dentistry
2467,1089566,General Dentistry
2468,1285636027,General Dentistry
2469,1285654533,General Dentistry
2470,1089614,General Dentistry
2471,1285717090,General Dentistry
2472,1285861104,General Dentistry
2473,1285908772,General Dentistry
2474,1295178119,General Dentistry
2475,1295184026,General Dentistry
2476,1295185494,General Dentistry
2477,1295226959,General Dentistry
2478,1295702207,General Dentistry
2479,1295730562,Oral and Maxillofacial Surgery
2480,1295730562,General Dentistry
2481,1295806768,General Dentistry
2482,1295845139,Orthodontics and Dentofacial Orthopedics
2483,1295883411,General Dentistry
2484,1295963726,General Dentistry
2485,1306205976,Orthodontics and Dentofacial Orthopedics
2486,1306855754,Oral and Maxillofacial Surgery
2487,1306860234,General Dentistry
2488,1306867767,General Dentistry
2489,1306912373,General Dentistry
2490,1306934583,Orthodontics and Dentofacial Orthopedics
2491,1306935788,General Dentistry
2492,1089612,General Dentistry
2493,1316015126,General Dentistry
2494,1316102312,General Dentistry
2495,1316326028,General Dentistry
2496,1508234436,General Dentistry
2497,1508396037,General Dentistry
2498,1508824590,General Dentistry
2499,1508826934,General Dentistry
2500,1508927500,General Dentistry
2501,1508984188,General Dentistry
2502,1518029008,General Dentistry
2503,1518037076,Oral and Maxillofacial Surgery
2504,1089582,General Dentistry
2505,1518196815,General Dentistry
2506,1518232727,Oral and Maxillofacial Surgery
2507,1518307834,General Dentistry
2508,1518341130,General Dentistry
2509,1518434398,General Dentistry
2510,1518993401,General Dentistry
2511,1528101672,General Dentistry
2512,1528113289,General Dentistry
2513,1528123569,General Dentistry
2514,1528158607,General Dentistry
2515,1528229960,General Dentistry
2516,1528251964,General Dentistry
2517,1528264280,General Dentistry
2518,1528322005,General Dentistry
2519,1528355187,General Dentistry
2520,1528443140,General Dentistry
2521,1528483716,General Dentistry
2522,1538251277,General Dentistry
2523,1538273362,General Dentistry
2524,1538315411,General Dentistry
2525,1089616,General Dentistry
2526,1538455712,General Dentistry
2527,1538507058,Orthodontics and Dentofacial Orthopedics
2528,1538720669,General Dentistry
2529,1548296445,General Dentistry
2530,1548333404,General Dentistry
2531,1548360001,General Dentistry
2532,1548397029,General Dentistry
2533,1548487465,General Dentistry
2534,1548610942,General Dentistry
2535,1548674930,General Dentistry
2536,1558346981,Orthodontics and Dentofacial Orthopedics
2537,1558396119,General Dentistry
2538,1558412452,General Dentistry
2539,1558423061,General Dentistry
2540,1558484600,General Dentistry
2541,1558486274,General Dentistry
2542,1558535799,General Dentistry
2543,1558556027,General Dentistry
2544,1089595,General Dentistry
2545,1558712166,General Dentistry
2546,1568472694,General Dentistry
2547,1568479004,General Dentistry
2548,1568521755,General Dentistry
2549,1568524056,General Dentistry
2550,1568525731,General Dentistry
2551,1568681930,General Dentistry
2552,1568876530,General Dentistry
2553,1578500773,General Dentistry
2554,1578570610,General Dentistry
2555,1578633046,General Dentistry
2556,1578661476,General Dentistry
2557,1089589,General Dentistry
2558,1578797114,General Dentistry
2559,1588003362,General Dentistry
2560,1588010433,General Dentistry
2561,1588015069,General Dentistry
2562,1588193353,General Dentistry
2563,1588206098,General Dentistry
2564,1588683700,General Dentistry
2565,1588725204,General Dentistry
2566,1588770291,General Dentistry
2567,1588824643,General Dentistry
2568,1588852966,Orthodontics and Dentofacial Orthopedics
2569,1588927941,General Dentistry
2570,1588952949,General Dentistry
2571,1588982235,Orthodontics and Dentofacial Orthopedics
2572,1598116667,General Dentistry
2573,1598190142,General Dentistry
2574,1598213092,General Dentistry
2575,1598217069,General Dentistry
2576,1598701807,General Dentistry
2577,1598707531,General Dentistry
2578,1598758591,General Dentistry
2579,1598771560,General Dentistry
2580,1598774465,General Dentistry
2581,1598791667,General Dentistry
2582,1598801268,General Dentistry
2583,1598835357,General Dentistry
2584,1598840340,General Dentistry
2585,1598851156,Orthodontics and Dentofacial Orthopedics
2586,1089598,Orthodontics and Dentofacial Orthopedics
2587,1598863789,General Dentistry
2588,1598992588,General Dentistry
2589,1609003037,General Dentistry
2590,1609031137,General Dentistry
2591,1609036789,General Dentistry
2592,1609124114,Orthodontics and Dentofacial Orthopedics
2593,1089609,Oral and Maxillofacial Surgery
2594,1609191352,General Dentistry
2595,1089585,General Dentistry
2596,1619003225,General Dentistry
2597,1619022381,General Dentistry
2598,1619038098,General Dentistry
2599,1619062601,General Dentistry
2600,1619206562,General Dentistry
2601,1619248036,General Dentistry
2602,1619972569,General Dentistry
2603,1619975406,Oral and Maxillofacial Surgery
2604,1619981396,General Dentistry
2605,1619985884,General Dentistry
2606,1629091178,General Dentistry
2607,1629135686,General Dentistry
2608,1629143789,General Dentistry
2609,1629268347,General Dentistry
2610,1629332416,General Dentistry
2611,1629419213,General Dentistry
2612,1629484753,General Dentistry
2613,1629497656,General Dentistry
2614,1629584107,General Dentistry
2615,1639101843,General Dentistry
2616,1376863035,General Dentistry
2617,1376980706,Orthodontics and Dentofacial Orthopedics
2618,1376994434,General Dentistry
2619,1386026417,General Dentistry
2620,1386097343,General Dentistry
2621,1386658904,General Dentistry
2622,1386704385,Orthodontics and Dentofacial Orthopedics
2623,1386714178,General Dentistry
2624,1386726362,General Dentistry
2625,1386747780,Oral and Maxillofacial Surgery
2626,1386849362,General Dentistry
2627,1386932143,General Dentistry
2628,1386950624,General Dentistry
2629,1396024881,General Dentistry
2630,1396069878,General Dentistry
2631,1396275350,General Dentistry
2632,1396835575,General Dentistry
2633,1396915534,General Dentistry
2634,1396932158,General Dentistry
2635,1407086366,General Dentistry
2636,1407231251,General Dentistry
2637,1407236383,General Dentistry
2638,1407403769,General Dentistry
2639,1407869399,Oral and Maxillofacial Surgery
2640,1407915515,General Dentistry
2641,1417013806,General Dentistry
2642,1417037805,General Dentistry
2643,1417052945,General Dentistry
2644,1417166539,General Dentistry
2645,1417172206,General Dentistry
2646,1417173618,General Dentistry
2647,1417211848,General Dentistry
2648,1417242835,General Dentistry
2649,1417300674,General Dentistry
2650,1417434739,General Dentistry
2651,1417447434,General Dentistry
2652,1417486754,General Dentistry
2653,1417486887,General Dentistry
2654,1417964099,General Dentistry
2655,1417964669,General Dentistry
2656,1417976275,General Dentistry
2657,1427060979,General Dentistry
2658,1427080688,General Dentistry
2659,1427118983,General Dentistry
2660,1427156660,General Dentistry
2661,1089603,Oral and Maxillofacial Surgery
2662,1427262161,Oral and Maxillofacial Surgery
2663,1427431261,General Dentistry
